timestamp_ns,symbol,side,fill_price,fill_qty,position_after,realized_pnl,mid_at_fill,effective_spread_bps
14622090787224,GOOGL,BUY,14417985,1,60,0,14418160,0.242749
14624313354371,GOOGL,BUY,14418828,21,81,0,14418992,0.227478
14625924219936,GOOGL,BUY,14418639,40,121,0,14418836,0.273254
14627379863954,GOOGL,BUY,14419087,14,135,0,14419319,0.321791
14632707034241,GOOGL,BUY,14419157,9,144,0,14419392,0.32595
14633820297786,GOOGL,BUY,14419331,14,158,0,14419578,0.34259
14635709455885,GOOGL,BUY,14419401,9,167,0,14419665,0.366167
14636729645925,GOOGL,BUY,14419432,25,192,0,14419700,0.371714
14647398986365,GOOGL,BUY,14429423,20,212,0,14429716,0.406106
14647678331262,GOOGL,BUY,14434187,15,227,0,14434499,0.432298
14647995707037,GOOGL,BUY,14436539,20,247,0,14436866,0.453007
14648500247208,GOOGL,BUY,14437675,15,262,0,14438022,0.480675
14648817614758,GOOGL,BUY,14438213,20,282,0,14438575,0.501435
14649294158130,GOOGL,BUY,14438724,15,297,0,14439106,0.529119
14659415977710,QCOM,BUY,907699,10,10,0,907799,2.20313
14659478982464,QCOM,BUY,907688,10,20,0,907799,2.44548
14659479048715,QCOM,BUY,907667,10,30,0,907788,2.66582
14673834285116,INTC,BUY,657499,100,100,0,657612,3.43668
14688485193278,GOOGL,BUY,14438965,12,309,0,14439362,0.549886
14689119915430,GOOGL,BUY,14439073,14,323,0,14439482,0.566502
14690455438211,GOOGL,BUY,14439113,14,337,0,14439536,0.585891
14691109224711,GOOGL,BUY,14439119,14,351,0,14439556,0.605282
14697047129847,GOOGL,BUY,14439086,16,367,0,14439556,0.65099
14702723643324,GOOGL,BUY,14439050,13,380,0,14439536,0.673152
14705766133519,GOOGL,BUY,14439026,35,415,0,14439525,0.691158
14707420061666,GOOGL,BUY,14438979,16,431,0,14439513,0.739637
14711839089644,GOOGL,BUY,14438831,50,481,0,14439362,0.73549
14712950376681,GOOGL,BUY,14438819,28,509,0,14439415,0.825518
14714127737882,AMZN,BUY,18539720,11,25,0,18539784,0.0690407
14731459768832,GOOGL,BUY,14438226,11,520,0,14438835,0.843558
14731937315091,GOOGL,BUY,14438492,14,534,0,14439113,0.860164
14736779536320,GOOGL,BUY,14438611,10,544,0,14439246,0.879547
14753137800973,GOOGL,BUY,14438662,14,558,0,14439305,0.890625
14755125379912,AMZN,BUY,18539657,11,36,0,18539744,0.0938524
14757227292377,AAPL,BUY,3209513,37,252,-25310,3209750,1.47675
14763022189369,GOOGL,BUY,14438672,14,572,0,14439331,0.912785
14769949771912,NVDA,BUY,2679075,20,222,0,2679389,2.34382
14800820057980,GOOGL,BUY,14438632,10,582,0,14439305,0.932178
14809151289462,AAPL,SELL,3209525,30,222,-183400,3209756,1.43936
14816346399828,GOOGL,BUY,14438561,23,605,0,14439246,0.948803
14820787583675,GOOGL,BUY,14438573,17,622,0,14439280,0.979273
14838571843090,AMZN,BUY,18539378,1,37,0,18539483,0.113272
14882895825301,GOOGL,BUY,14438520,29,651,0,14439246,1.00559
14900449998181,AAPL,SELL,3209624,30,192,-338520,3209756,0.822492
14908621134374,AMZN,BUY,18539411,20,57,0,18539539,0.138083
14913999913486,NFLX,SELL,3408708,29,71,-48024,3408704,0.0234693
14973415112084,PYPL,SELL,1107507,29,71,-701568,1107507,0
14990829405560,GOOGL,BUY,14438350,29,680,0,14439113,1.05685
15001478723536,GOOGL,BUY,14438389,29,709,0,14439175,1.0887
15002329722175,AAPL,SELL,3211721,29,163,-427700,3211800,0.491936
15006597684627,GOOGL,BUY,14438374,5,714,0,14439194,1.1358
15082692009788,GOOGL,BUY,14438343,14,728,0,14439175,1.15242
15129579549771,NFLX,SELL,3408477,17,54,-80132,3408508,0.181898
15148156313435,NVDA,BUY,2679198,10,232,0,2679537,2.53029
15153360117993,PYPL,SELL,1106627,20,51,-1203048,1106598,0.524129
15153423102987,PYPL,SELL,1106578,100,0,-3715166,1106527,0.921803
15169234605826,GOOGL,BUY,14438271,20,748,0,14439106,1.15658
15172989223065,AAPL,SELL,3213103,100,63,-596938,3213166,0.392137
15181790995059,AAPL,SELL,3213577,65,0,-676249,3213540,0.230276
15182757576666,GOOGL,BUY,14438282,17,765,0,14439135,1.18151
15217378325829,QCOM,BUY,907636,30,60,0,907688,1.14577
15217378360683,QCOM,BUY,907574,30,90,0,907655,1.78482
15217571234080,QCOM,SELL,907678,11,79,517,907737,1.29994
15323403554136,GOOGL,BUY,14438251,10,775,0,14439135,1.22445
15366330641256,GOOGL,BUY,14437457,45,820,0,14438346,1.23144
15369801253707,GOOGL,BUY,14437805,6,826,0,14438728,1.27851
15370804395391,GOOGL,BUY,14437977,11,837,0,14438902,1.28126
15391566465167,GOOGL,BUY,14438051,11,848,0,14438988,1.29787
15406571999026,GOOGL,BUY,14438076,6,854,0,14439025,1.31449
15407202733006,GOOGL,BUY,14438085,6,860,0,14439038,1.32003
15419376098228,GOOGL,BUY,14438077,2,862,0,14439042,1.33665
15423206622387,GOOGL,BUY,14438077,9,871,0,14439038,1.33111
15437703574982,NVDA,BUY,2679254,5,237,0,2679599,2.57501
15593528391097,INTC,SELL,654284,100,0,-321500,654298,0.42794
15612940758102,GOOGL,BUY,14438044,26,897,0,14439025,1.35882
15658174818293,GOOGL,BUY,14438015,26,923,0,14439022,1.39483
15662694071938,AMZN,BUY,18539432,50,107,0,18539605,0.186627
15946907408408,AMZN,BUY,18539231,100,207,0,18539444,0.22978
16003341721393,NVDA,BUY,2679010,7,244,0,2679347,2.51554
16067168118994,QCOM,BUY,907482,50,129,1155,907626,3.17311
16067680041286,QCOM,BUY,907343,50,179,1870,907542,4.38547
16068230508559,QCOM,BUY,907260,50,229,2475,907510,5.50958
16069131804337,QCOM,BUY,907004,50,279,3366,907326,7.09778
16114515048711,QCOM,BUY,906953,70,349,4301,907341,8.55246
16115129578902,QCOM,BUY,906594,70,419,5577,907053,10.1207
16115742997271,QCOM,BUY,906189,70,489,7128,906708,11.448
16116354167083,QCOM,BUY,906335,100,589,8426,906933,13.1873
16116970433545,QCOM,BUY,905663,70,659,9889,906362,15.4243
16121131830962,QCOM,BUY,905902,100,759,11165,906670,16.9411
16133105866706,QCOM,BUY,905013,70,829,12705,905882,19.1857
16135514203362,NVDA,BUY,2679149,10,254,0,2679505,2.65721
16183350496131,QCOM,BUY,905407,10,839,12859,906345,20.6985
16185445779270,QCOM,BUY,905394,100,939,14168,906345,20.9854
16342806150399,NVDA,BUY,2679204,10,264,0,2679574,2.76163
16349512112382,AMZN,BUY,18539004,10,217,0,18539298,0.317164
16468770326138,NVDA,BUY,2679226,100,364,0,2679602,2.80639
16600255484909,AAPL,BUY,3218185,100,100,-1554518,3218192,0.0435027
16650042529468,AAPL,BUY,3218031,80,180,-1536647,3218150,0.739555
16651892184702,AAPL,BUY,3217909,60,240,-1523179,3218115,1.28025
16696660603524,AAPL,BUY,3217773,24,264,-1516186,3218050,1.72154
16753748253487,AAPL,BUY,3217254,31,295,-1494689,3217550,1.83991
16793387835228,PYPL,BUY,1130999,37,37,-3610866,1131099,1.76819
16793450770924,PYPL,BUY,1130958,37,74,-3607737,1131099,2.49315
16793450802527,PYPL,BUY,1130880,37,111,-3602820,1131058,3.1475
16794027496244,AAPL,BUY,3217124,86,381,-1445997,3217450,2.02645
16798897291666,AAPL,BUY,3217007,26,407,-1433306,3217412,2.51755
16922564465361,AAPL,BUY,3216938,43,450,-1413881,3217350,2.56111
16957740904809,AAPL,BUY,3216667,100,550,-1367779,3217169,3.12076
17074674821128,PYPL,BUY,1130732,60,171,-3591645,1130951,3.87285
17077258454238,PYPL,BUY,1130553,60,231,-3579278,1130832,4.93442
17077353175284,PYPL,BUY,1130314,60,291,-3564676,1130653,5.99653
17077922226706,PYPL,BUY,1130358,100,391,-3552011,1130757,7.05722
17080770945061,PYPL,BUY,1130258,60,451,-3545008,1130757,8.82595
17092694673129,PYPL,BUY,1129755,60,511,-3530853,1130314,9.89106
17101744187599,PYPL,BUY,1129858,100,611,-3516102,1130477,10.9511
17120141217577,PYPL,BUY,1129758,100,711,-3503288,1130477,12.7203
17121922231900,PYPL,BUY,1129037,60,771,-3488835,1129856,14.4974
17132756382979,PYPL,BUY,1128468,51,822,-3472892,1129339,15.425
17177390586318,PYPL,BUY,1128084,51,873,-3455459,1129006,16.333
17177922230498,PYPL,BUY,1128663,100,973,-3435642,1129642,17.3329
17358918025253,AMZN,BUY,18539146,4,221,0,18539452,0.330107
17996565178731,NVDA,BUY,2432670,19,383,0,2433134,3.81401
18388042875875,FB,SELL,2071146,30,658,-683600,2071750,5.83082
18524278311888,NVDA,BUY,2433610,50,433,0,2434077,3.83718
18734491558765,NVDA,BUY,2433835,100,533,0,2434355,4.27218
19009615735616,GOOG,BUY,14429990,15,15,0,14429995,0.00693001
19009764965329,AMZN,BUY,18539215,12,233,0,18539523,0.332263
19016060359478,AMZN,BUY,18539235,15,248,0,18539557,0.347365
19036446148109,AAPL,BUY,3214345,21,571,-1337994,3214950,3.76367
19036720450836,AAPL,BUY,3214136,53,624,-1267287,3214772,3.95673
19042181462221,AMZN,BUY,18539221,3,251,0,18539567,0.373256
19045295110057,AMZN,BUY,18539222,15,266,0,18539560,0.364626
19047446541594,AAPL,SELL,3214138,15,609,-1311364,3214650,3.18542
19058056203427,NFLX,SELL,3409140,15,39,-98515,3409094,0.269866
19058795083545,AAPL,SELL,3214156,15,594,-1355410,3214650,3.07343
19060000918318,FB,BUY,2071218,96,754,-604300,2071900,6.58333
19113628034740,AMZN,BUY,18539169,15,281,0,18539523,0.381887
19121674237803,AMZN,BUY,18539155,8,289,0,18539534,0.408856
19156481853552,AAPL,SELL,3214171,15,579,-1399008,3214650,2.98011
19203852833409,QCOM,SELL,871713,29,910,-991480,872550,19.1851
19214654643494,NFLX,SELL,3408816,25,14,-137256,3408773,0.25229
19221832394373,AMZN,BUY,18539130,2,291,0,18539523,0.423959
19222150753178,AMZN,BUY,18539137,15,306,0,18539515,0.407778
19232401653746,AAPL,SELL,3213839,15,564,-1447622,3214300,2.86843
19235217869158,NFLX,SELL,3408775,40,0,-200844,3408708,0.393111
19290793051014,AAPL,SELL,3213855,15,549,-1495986,3214300,2.76888
19292161809745,AMZN,BUY,18539055,15,321,0,18539452,0.428276
19311027784857,NVDA,SELL,2423240,15,518,-2608440,2423689,3.7051
19317535860860,AAPL,SELL,3213870,15,534,-1544325,3214300,2.67554
19317734761691,AMZN,BUY,18539068,15,336,0,18539477,0.441221
19398314533917,AAPL,SELL,3214028,15,519,-1590316,3214450,2.62564
19404633131232,AAPL,BUY,3213844,30,549,-1525888,3214450,3.77047
19408953178358,AAPL,SELL,3214130,15,534,-1567544,3214572,2.74998
19451740764771,AAPL,SELL,3214033,15,519,-1610672,3214450,2.59453
19455170771157,AMZN,BUY,18539024,15,351,0,18539452,0.461718
19463503778187,GOOG,BUY,14429959,5,20,0,14429995,0.0498961
19479167313070,AMZN,BUY,18538997,2,353,0,18539452,0.490845
19488652582876,AMZN,BUY,18539007,15,368,0,18539448,0.475742
19503720527240,AMZN,BUY,18538593,13,381,0,18539080,0.525377
19507989319688,AAPL,SELL,3214049,15,504,-1653587,3214450,2.49498
19548163919180,AMZN,BUY,18538767,15,396,0,18539246,0.516742
19549268131359,AMZN,BUY,18538849,15,411,0,18539333,0.522133
19550165509104,AMZN,BUY,18538875,15,426,0,18539374,0.538314
19600269333101,NVDA,BUY,2422146,50,568,-2377365,2422753,5.01083
19614733478938,AMZN,BUY,18538860,4,430,0,18539374,0.554496
19628707595042,AMZN,BUY,18538863,15,445,0,18539380,0.557732
19725069337948,GOOG,BUY,14429915,8,28,0,14429965,0.0693002
19729417431658,GOOGL,SELL,14379532,19,904,-1030997,14380366,1.15991
19760070489272,AMZN,BUY,18538825,14,459,0,18539374,0.592253
19765326554654,TXN,BUY,1242809,100,100,0,1242904,1.52868
19782253906819,TXN,SELL,1239412,15,85,-50955,1239412,0
19790059934261,AMZN,BUY,18538800,1,460,0,18539362,0.606278
19791051114194,AMZN,BUY,18538803,15,475,0,18539350,0.590096
19846880272709,NVDA,SELL,2422884,15,553,-4760070,2423351,3.85417
19851658980521,GOOGL,SELL,14378314,15,889,-1863234,14379100,1.09325
19869036477444,AAPL,BUY,3213312,100,604,-1410641,3213900,3.65911
19940152993352,AMZN,BUY,18538768,15,490,0,18539333,0.609515
19945977354604,AAPL,SELL,3213101,15,589,-1458984,3213600,3.10555
19986162835471,AMZN,BUY,18538651,24,514,0,18539246,0.641882
19987188120503,AMZN,BUY,18538672,15,529,0,18539275,0.650511
20017748163743,AMZN,BUY,18538638,7,536,0,18539275,0.68719
20017847152129,AAPL,SELL,3213377,33,556,-1555628,3213850,2.94351
20024672195535,AAPL,SELL,3213407,15,541,-1599136,3213850,2.75682
20042541373849,AAPL,SELL,3213422,15,526,-1642651,3213850,2.66347
20046568079598,AAPL,SELL,3213438,15,511,-1685716,3213850,2.5639
20088790087595,AAPL,SELL,3213453,15,496,-1728848,3213850,2.47056
20120814851700,AMZN,BUY,18538645,13,549,0,18539269,0.673166
20134534485985,NVDA,BUY,2421857,99,652,-4031790,2422515,5.43237
20176577475781,AAPL,SELL,3213473,50,446,-1870533,3213850,2.3461
20270209167854,NFLX,BUY,3410534,20,20,-222264,3410562,0.164196
20282187254752,AAPL,SELL,3213318,15,431,-1915362,3213650,2.06619
20298681544478,AAPL,SELL,3213334,15,416,-1959951,3213650,1.96661
20300490464810,NFLX,SELL,3410607,10,10,-221544,3410567,0.234565
20303882073767,NFLX,SELL,3410598,15,0,-220611,3410570,0.164195
20314978787756,AMZN,BUY,18537884,15,564,0,18538520,0.686139
20316662217606,AAPL,SELL,3213387,15,401,-2004300,3213700,1.94791
20327600159007,AMZN,BUY,18538139,15,579,0,18538792,0.704469
20336935318198,AAPL,SELL,3213162,15,386,-2051544,3213450,1.79247
20343344900623,GOOGL,SELL,14384061,15,874,-2609250,14384850,1.09699
20358909396046,AAPL,SELL,3213117,15,371,-2099982,3213400,1.76137
20372956179198,AMZN,BUY,18538230,15,594,0,18538919,0.743301
20377518536053,GOOGL,SELL,14385395,15,859,-3335296,14386157,1.05935
20381580464239,GOOGL,SELL,14383793,15,844,-4085327,14384547,1.04835
20394550971876,AMZN,BUY,18538282,15,609,0,18538965,0.736826
20437707792378,AMZN,BUY,18538293,49,658,0,18538991,0.753008
20445597133271,GOOGL,BUY,14382889,22,866,-3983101,14383746,1.19162
20495173779019,AAPL,SELL,3213097,15,356,-2148390,3213350,1.57468
20501678456861,AAPL,SELL,3213111,15,341,-2196768,3213350,1.48754
20506738949607,AAPL,SELL,3213176,15,326,-2243742,3213400,1.39416
20527146919152,FB,BUY,2069099,74,828,-546250,2069900,7.7395
20527591753195,INTC,BUY,657959,100,100,-367500,657979,0.607922
20560692290716,AAPL,BUY,3213188,30,356,-2063061,3213600,2.5641
20573130258494,AAPL,SELL,3213481,15,341,-2101788,3213744,1.63672
20578206284652,AMZN,BUY,18538198,8,666,0,18538965,0.827446
20580008829376,AAPL,BUY,3213297,30,371,-1945944,3213744,2.7818
20584269469475,AAPL,SELL,3213521,15,356,-1981071,3213798,1.72382
20595101948137,GOOGL,BUY,14383173,50,916,-3770354,14384142,1.34732
20602909147440,GOOG,BUY,14429833,13,41,0,14429917,0.116425
20605791492293,GOOGL,SELL,14383458,15,901,-4465658,14384284,1.14848
20611029677768,AMZN,BUY,18538187,10,676,0,18538949,0.822053
20673272764236,AAPL,BUY,3212703,21,377,-1856313,3213100,2.47113
20709966109501,GOOGL,SELL,14380083,15,886,-5211617,14380879,1.10703
20735430456498,AMZN,BUY,18537337,1,677,0,18538113,0.837194
20740337374840,AMZN,BUY,18537753,15,692,0,18538518,0.825309
20741373647230,AMZN,BUY,18537946,15,707,0,18538726,0.841482
20741638114224,AMZN,BUY,18538028,25,732,0,18538823,0.85766
20754536095763,AMZN,BUY,18538042,15,747,0,18538864,0.886786
20810794017296,AMZN,BUY,18538007,9,756,0,18538864,0.924544
20820915630808,AMZN,BUY,18538009,15,771,0,18538853,0.91052
20902468933269,AMZN,BUY,18537976,5,776,0,18538853,0.946121
20902568054031,GOOG,BUY,14429730,3,44,0,14429843,0.15662
20942867994981,GOOGL,SELL,14378387,15,871,-5983000,14379191,1.11828
20964636338890,AMZN,BUY,18537948,12,788,0,18538838,0.960146
20970518945113,CSCO,BUY,467169,100,100,-214300,467184,0.642145
20985467750568,CSCO,SELL,465769,100,0,-354400,465769,0
21020165851380,AMZN,BUY,18537849,15,803,0,18538726,0.946128
21032717704331,AMZN,BUY,18537876,15,818,0,18538774,0.96878
21055552771587,AMZN,BUY,18537858,15,833,0,18538774,0.988199
21128223146272,GOOG,BUY,14429618,9,53,0,14429733,0.159393
21136564917071,AAPL,SELL,3212632,15,362,-1901736,3212900,1.66827
21141784362280,GOOGL,BUY,14377873,50,921,-5633320,14378841,1.34642
21162165666701,AMZN,BUY,18537800,15,848,0,18538726,0.99899
21165268303139,GOOG,BUY,14429507,14,67,0,14429660,0.212063
21191526893393,AMZN,BUY,18537802,15,863,0,18538750,1.02272
21202474866182,AAPL,SELL,3212657,15,347,-1946682,3212900,1.51265
21223184345243,AMZN,BUY,18537768,10,873,0,18538726,1.03351
21237848580185,AMZN,BUY,18537772,50,923,0,18538734,1.03783
21238048832281,AAPL,SELL,3212494,50,297,-2104877,3212722,1.41936
21239067019566,AAPL,SELL,3212057,10,287,-2140971,3212248,1.1892
21341622015034,GOOGL,SELL,14378022,10,911,-6122996,14378841,1.13917
21423303220374,NVDA,BUY,2421599,49,701,-3746880,2422370,6.36567
21591829751622,AAPL,SELL,3212532,15,272,-2188164,3212719,1.16412
21642597083669,AAPL,SELL,3212110,15,257,-2241486,3212266,0.971277
21696528902377,INTC,SELL,656193,15,85,-393990,656193,0
21696628532769,NVDA,SELL,2421635,50,651,-10063040,2422241,5.00363
21751613204287,AAPL,SELL,3212125,50,207,-2417962,3212266,0.877885
21826102172005,AAPL,SELL,3212159,15,192,-2470578,3212250,0.566581
21867285904162,NFLX,BUY,3411596,20,20,-380973,3411598,0.0117247
21881446689406,INTC,SELL,655939,15,70,-424320,655924,0.45737
21903890135259,AAPL,SELL,3212001,15,177,-2525418,3212079,0.485667
21916332009142,NVDA,BUY,2420866,49,700,-9351280,2421617,6.20247
21945011797616,NVDA,BUY,2420450,49,749,-8730480,2421250,6.60816
21957269708114,AAPL,SELL,3212056,15,162,-2579776,3212150,0.585278
21980610634085,NFLX,SELL,3411597,15,5,-380970,3411598,0.00586236
21989942913521,AAPL,SELL,3211683,15,147,-2639289,3211750,0.417218
22032406144958,INTC,SELL,655800,100,0,-640320,655770,0.914955
22095981017698,AAPL,SELL,3211625,50,97,-2840453,3211750,0.778392
22096907096560,NFLX,SELL,3411610,31,0,-380604,3411596,0.082073
22114690192452,GOOG,BUY,14429342,4,71,0,14429515,0.239786
22120803475954,AAPL,SELL,3211639,15,82,-2901404,3211637,0.0124547
22121717702925,AAPL,SELL,3211636,15,67,-2961868,3211619,0.105866
22165658635808,AAPL,SELL,3211615,15,52,-3022842,3211618,0.0186822
22176857946661,NFLX,BUY,3411685,100,100,-398137,3411692,0.0410354
22214780858141,NFLX,SELL,3405444,15,85,-491840,3405444,0
22238708287395,NFLX,SELL,3405190,15,70,-589292,3405175,0.0881012
22250537283128,NFLX,SELL,3404771,15,55,-693088,3404741,0.176225
22258681070551,AAPL,BUY,3211557,37,89,-1251442,3211619,0.386098
22275007644787,AAPL,SELL,3211532,15,74,-1288483,3211569,0.230417
22276640840633,QCOM,SELL,872242,15,895,-1503700,873050,18.5098
22281679972959,AAPL,BUY,3211376,14,88,-856170,3211516,0.871862
22286588029338,AAPL,SELL,3211431,50,38,-961983,3211454,0.143237
22290789044572,AAPL,SELL,3211421,15,23,-994092,3211400,0.130784
22293103370292,AAPL,BUY,3211305,4,27,-622710,3211398,0.579187
22300524156615,GOOG,BUY,14429174,6,77,0,14429361,0.259194
22304274121210,AAPL,SELL,3211354,15,12,-651501,3211360,0.0373673
22304364216358,AAPL,SELL,3211334,15,0,-679680,3211327,0.0435957
22324456296628,AAPL,BUY,3211298,19,19,1518336,3211317,0.118332
22324901605554,AAPL,SELL,3211312,15,4,1518267,3211316,0.0249119
22327161230718,AAPL,SELL,3211309,15,0,1517688,3211307,0.012456
22335175641859,NVDA,BUY,2420191,10,759,-8613360,2421042,7.03003
22360544462623,AAPL,BUY,3211311,30,30,1502322,3211311,0
22362446094244,NFLX,SELL,3403904,15,40,-809807,3403859,0.264406
22371937198110,NVDA,BUY,2420059,10,769,-8499120,2420913,7.05519
22373886630462,AAPL,SELL,3211316,15,15,1502235,3211326,0.0622796
22381533692214,AAPL,SELL,3211299,15,0,1501668,3211307,0.049824
22383960054739,AAPL,BUY,3211286,9,9,1531968,3211298,0.0747361
22390005825056,AAPL,SELL,3211287,15,0,1531296,3211292,0.0311401
22429668797029,NFLX,SELL,3403785,15,25,-928336,3403725,0.352555
22447020473060,AAPL,BUY,3211407,30,30,1382829,3211413,0.0373667
22467357579549,TXN,SELL,1238733,15,70,-112110,1238718,0.242186
22468138488837,AAPL,SELL,3211450,15,15,1382346,3211469,0.118326
22473103786868,AAPL,BUY,3211358,20,35,1417122,3211411,0.330073
22473448932470,AAPL,SELL,3211363,26,9,1416356,3211375,0.0747343
22479076464172,AAPL,SELL,3211364,1,8,1416204,3211360,0.0249116
22480899654453,AAPL,BUY,3211336,10,18,1446660,3211361,0.155697
22494844105278,AAPL,SELL,3211337,15,3,1445784,3211350,0.0809628
22501466116025,AAPL,SELL,3211305,15,0,1444488,3211311,0.0373679
22507579555118,AAPL,BUY,3211264,29,29,1562697,3211295,0.193069
22520843213136,AAPL,BUY,3211248,19,48,1571790,3211284,0.224209
22523181805573,AAPL,SELL,3211256,15,33,1571544,3211276,0.124561
22534634426772,AAPL,SELL,3211271,15,18,1570878,3211276,0.0311403
22550922180686,AAPL,BUY,3211223,9,27,1586826,3211259,0.224211
22552541580076,AAPL,SELL,3211240,15,12,1585920,3211247,0.0435968
22552620770531,AAPL,SELL,3211232,18,0,1585368,3211231,0.00622814
22553803066917,NFLX,SELL,3403711,15,10,-1048124,3403636,0.440705
22566412134476,NFLX,SELL,3403702,15,0,-1168136,3403611,0.534726
22605448891199,AAPL,BUY,3211238,30,30,1594902,3211237,0.00622813
22609169784911,AAPL,BUY,3211215,30,60,1611246,3211239,0.149475
22612873924108,AAPL,BUY,3211155,69,129,1663002,3211227,0.448427
22649182812664,AAPL,BUY,3211094,29,158,1687518,3211259,1.02763
22661370634134,AAPL,SELL,3211178,27,131,1687635,3211229,0.317635
22666497644989,AAPL,SELL,3211107,15,116,1686204,3211136,0.180621
22693911096544,AAPL,BUY,3211006,59,175,1764828,3211136,0.809682
22697597489696,GOOG,BUY,14430929,15,92,0,14431106,0.245303
22766645657585,AAPL,SELL,3211125,15,160,1763817,3211182,0.355009
22775087825377,GOOGL,SELL,14377572,33,878,-7753810,14378400,1.15173
22777835921249,AAPL,SELL,3211003,15,145,1760952,3211062,0.36748
22793685653402,GOOGL,BUY,14377745,15,893,-7615534,14378741,1.38538
