timestamp_ns,symbol,side,fill_price,fill_qty,position_after,realized_pnl,mid_at_fill,effective_spread_bps
22806747524023,AAPL,SELL,3211013,15,130,1759086,3211068,0.342565
22812630559329,AAPL,SELL,3211162,15,115,1759728,3211200,0.236672
22812989994116,AAPL,SELL,3211050,15,100,1758531,3211081,0.193081
22820973114110,GOOG,BUY,14432021,15,107,0,14432214,0.267457
22823205146446,AAPL,SELL,3211002,38,62,1753652,3211025,0.143256
22834952618497,NVDA,BUY,2419986,100,869,-7500960,2420847,7.11321
22843993007213,GOOGL,BUY,14378138,15,908,-7482936,14379122,1.36865
22845965791209,AAPL,SELL,3210917,15,47,1749544,3210951,0.211775
22850151174664,GOOG,BUY,14432347,15,122,0,14432554,0.286852
22855446092088,AAPL,SELL,3210913,15,32,1745016,3210951,0.23669
22857563958985,AAPL,BUY,3210831,30,62,1956955,3210880,0.305212
22864464932794,GOOG,BUY,14432578,15,137,0,14432800,0.307633
22866101830304,GOOG,BUY,14432811,15,152,0,14433039,0.315942
22872995440715,AAPL,SELL,3210906,15,47,1955624,3210916,0.0622875
22877738082571,AAPL,SELL,3210852,15,32,1952326,3210851,0.00622888
22881774215596,AAPL,SELL,3210856,2,30,1951644,3210841,0.0934335
22881824236207,AAPL,SELL,3210850,15,15,1949462,3210843,0.0436023
22886830869056,AAPL,SELL,3210846,15,0,1946890,3210840,0.0373734
22890142326339,AAPL,BUY,3210840,30,30,2167323,3210842,0.0124578
22890390533158,GOOGL,SELL,14378364,15,893,-8187998,14379169,1.11968
22910129937105,NFLX,BUY,3403604,10,10,1272326,3403694,0.528837
22910315365642,NFLX,BUY,3403615,10,20,1270816,3403694,0.464202
22910716300395,NFLX,BUY,3403630,20,40,1267796,3403691,0.358434
22916341365610,NVDA,BUY,2406844,1,870,-7490880,2407811,8.03219
22952962254282,AAPL,BUY,3210788,3,33,2175368,3210828,0.249157
22953751085336,AAPL,BUY,3210790,30,63,2210766,3210822,0.199326
22959066029137,AAPL,BUY,3210755,33,96,2242946,3210823,0.423567
22961076362824,AAPL,BUY,3210702,33,129,2281562,3210805,0.641584
22966157997624,NFLX,BUY,3403632,20,60,1266588,3403707,0.440696
22967374283261,NFLX,SELL,3403649,15,45,1266732,3403665,0.0940163
22985954738222,NFLX,BUY,3403485,20,65,1280363,3403569,0.4936
22990420308793,NFLX,BUY,3403413,20,85,1293043,3403519,0.622885
22990511778801,AAPL,BUY,3210647,58,187,2342704,3210804,0.977948
23007001058292,AAPL,BUY,3210564,33,220,2384538,3210776,1.32055
23021060152477,AAPL,SELL,3210571,15,205,2382408,3210783,1.32055
23052632666202,NFLX,BUY,3403104,20,105,1319671,3403289,1.08718
23081185510739,TXN,SELL,1238314,15,55,-179550,1238284,0.484542
23081235571751,TXN,SELL,1238260,15,40,-247800,1238214,0.743006
23081248915363,AAPL,BUY,3210430,30,235,2440872,3210701,1.6881
23093469019730,NVDA,BUY,2406286,100,970,-6587600,2407256,8.05897
23100942405280,AAPL,BUY,3210384,16,251,2471728,3210725,2.12413
23100966894783,GOOG,BUY,14432885,15,167,0,14433155,0.374139
23108420772714,AAPL,SELL,3210620,15,236,2469973,3210773,0.953042
23122010555674,NFLX,BUY,3402543,20,125,1366270,3402748,1.20491
23124848259717,NFLX,BUY,3402860,20,145,1385924,3403096,1.38697
23125500033931,NFLX,SELL,3403208,15,130,1385104,3403254,0.27033
23126527229219,AAPL,SELL,3210225,15,221,2462806,3210360,0.841027
23130053611653,NFLX,BUY,3402879,20,150,1401704,3403108,1.34583
23132122896178,GOOGL,BUY,14376847,3,896,-8158332,14377750,1.25611
23132593449366,NFLX,SELL,3402927,15,135,1397369,3402979,0.305615
23172233438906,AAPL,SELL,3210009,15,206,2451761,3210112,0.641722
23196247576585,NFLX,BUY,3402671,100,235,1475097,3402903,1.36354
23246517559502,GOOG,BUY,14432915,15,182,0,14433192,0.383837
23271893462691,AAPL,BUY,3210023,100,306,2793906,3210310,1.78799
23292357233040,GOOG,BUY,14432933,15,197,0,14433207,0.37968
23307242717473,AAPL,BUY,3210194,30,336,2832293,3210581,2.41078
23310068422799,AAPL,SELL,3210440,15,321,2832488,3210678,1.48255
23332316864336,AAPL,SELL,3210018,15,306,2825437,3210220,1.25848
23357505065788,NFLX,BUY,3401460,8,243,1492447,3401800,1.99894
23360692282870,NFLX,SELL,3401648,11,232,1478182,3401780,0.776064
23386378046931,NVDA,SELL,2393767,22,948,-9024144,2394650,7.37477
23399689080428,NVDA,SELL,2391520,10,938,-10154144,2392383,7.21456
23402512160060,AAPL,SELL,3210033,15,291,2819530,3210220,1.16503
23407206978525,GOOG,BUY,14432888,15,212,0,14433192,0.421251
23434151757941,GOOG,BUY,14432891,15,227,0,14433194,0.419865
23444703083485,AAPL,SELL,3210048,18,273,2812768,3210220,1.07158
23493159674085,GOOGL,SELL,14375964,15,881,-8897111,14376750,1.09343
23524875380946,GOOG,BUY,14432853,10,237,0,14433192,0.469751
23572608079757,GOOG,BUY,14432800,14,251,0,14433155,0.491923
23574008738357,GOOG,BUY,14432810,15,266,0,14433150,0.471138
23620359546169,NFLX,SELL,3401126,15,217,1450970,3401250,0.729144
23706743283680,AMZN,SELL,18484175,100,823,-5445800,18485000,0.892616
23784057659853,GOOG,BUY,14432682,15,281,0,14433039,0.494698
23788022420893,AMZN,BUY,18490418,15,838,-5359400,18491350,1.00804
23800610374923,AMZN,BUY,18490620,15,853,-5276400,18491559,1.0156
23819498811026,GOOGL,BUY,14375986,15,896,-8734783,14376950,1.34104
23819548881605,GOOGL,BUY,14376112,15,911,-8578168,14377093,1.36467
23822991936941,AAPL,SELL,3210040,15,258,2805682,3210200,0.996823
23824031175531,NFLX,SELL,3401041,15,202,1422408,3401150,0.64096
23831916521123,GOOGL,SELL,14376353,15,896,-9286660,14377156,1.11705
23841553021026,AMZN,BUY,18490691,15,868,-5196400,18491660,1.04804
23878615954951,AMZN,BUY,18490724,15,883,-5119200,18491695,1.0502
23906708309864,GOOG,BUY,14432712,15,296,0,14433091,0.525182
23911937313363,GOOG,BUY,14432722,15,311,0,14433106,0.53211
23935869506684,AAPL,SELL,3210059,15,243,2799818,3210200,0.87845
23962550338222,AMZN,BUY,18490708,15,898,-5044600,18491695,1.06751
23977200307283,GOOGL,SELL,14376201,15,881,-9997534,14377000,1.1115
24001868087093,AAPL,SELL,3210075,15,228,2793444,3210200,0.778768
24016105046353,AAPL,SELL,3210131,15,213,2788352,3210250,0.741375
24023798187224,AAPL,SELL,3209872,15,198,2779166,3210000,0.797508
24023998430889,AAPL,SELL,3209675,15,183,2767618,3209772,0.604404
24045793736886,AAPL,SELL,3209586,15,168,2753663,3209686,0.623114
24046444506399,TXN,SELL,1238065,15,25,-318975,1238081,0.258465
24057411634386,AAPL,BUY,3209267,33,201,3102693,3209543,1.71987
24066260914401,AAPL,SELL,3209329,15,186,3089136,3209426,0.604469
24104128521715,TXN,SELL,1237926,29,0,-460616,1237917,0.145406
24114381610002,GOOGL,SELL,14376159,15,866,-10708984,14376950,1.10037
24176934915761,AAPL,SELL,3209086,15,171,3071215,3209164,0.486108
24185454970835,AMZN,BUY,18490559,15,913,-4972200,18491559,1.08157
24190289674899,GOOG,BUY,14432689,10,321,0,14433106,0.577838
24206538970286,NVDA,SELL,2391532,15,923,-11848973,2392383,7.11425
24207784507088,AAPL,SELL,3209107,15,156,3052604,3209164,0.355233
24213250984138,AAPL,SELL,3209004,15,141,3033303,3209053,0.305386
24213548477138,GOOGL,BUY,14375932,15,881,-10512480,14376900,1.3466
24220940136849,GOOGL,BUY,14376134,15,896,-10323478,14377116,1.36606
24226441736225,GOOGL,BUY,14376220,15,911,-10141010,14377217,1.38692
24259259827868,GOOGL,SELL,14376388,15,896,-10813789,14377217,1.15321
24285410695308,AAPL,SELL,3209262,15,126,3017136,3209293,0.193189
24285614943680,AAPL,SELL,3209137,15,111,3000339,3209162,0.155804
24291013030232,AAPL,SELL,3209060,15,96,2980970,3209068,0.0498587
24291286616315,AAPL,SELL,3209035,15,81,2962898,3209030,0.0311621
24311674764884,GOOGL,SELL,14376055,15,881,-11491728,14376850,1.10594
24317498720515,AAPL,SELL,3209052,5,76,2956734,3209017,0.218135
24360881200843,AAPL,SELL,3209040,15,61,2937822,3209068,0.174505
24361172550014,GOOGL,SELL,14376069,15,866,-12169374,14376850,1.08647
24362108670653,NFLX,SELL,3401056,15,187,1394380,3401150,0.552754
24384115387529,AAPL,SELL,3209008,15,46,2918280,3209020,0.0747892
24395136759201,AAPL,SELL,3209001,15,31,2898108,3209001,0
24422953632563,GOOGL,BUY,14375883,15,881,-11947523,14376850,1.34522
24424366305799,GOOGL,SELL,14376312,15,866,-12610010,14377091,1.08367
24435118984681,GOOG,BUY,14432631,15,336,0,14433039,0.565369
24437445629201,AMZN,SELL,18490525,1,912,-5015660,18491350,0.892309
24441210347428,GOOG,BUY,14432644,15,351,0,14433065,0.583383
24443647068203,GOOGL,SELL,14376325,15,851,-13272156,14377091,1.06558
24484975146725,AAPL,SELL,3209003,15,16,2879328,3209020,0.105951
24509187986244,GOOGL,SELL,14376140,15,836,-13937028,14376900,1.05725
24512091455800,AMZN,SELL,18481402,1,911,-5068176,18482221,0.886257
24514474223157,AAPL,SELL,3209002,15,1,2859948,3209001,0.00623247
24526473683138,AMZN,SELL,18478875,1,910,-5123220,18479701,0.893954
24548763807071,GOOGL,BUY,14375954,15,851,-13676408,14376900,1.316
24562914617961,GOOGL,SELL,14376422,15,836,-14325548,14377177,1.05028
24570553672194,AAPL,SELL,3209021,5,0,2852674,3209001,0.124649
24646839399817,AMZN,SELL,18477058,20,890,-6260085,18477887,0.897289
24655456413850,GOOGL,BUY,14376237,15,851,-14059746,14377177,1.30763
24661238837111,NFLX,SELL,3401103,15,172,1366860,3401200,0.570387
24677596625041,GOOG,BUY,14432608,10,361,0,14433065,0.633268
24692993386211,AMZN,SELL,18476886,20,870,-7400393,18477687,0.866992
24693753462465,GOOGL,SELL,14376568,15,836,-14695028,14377318,1.04331
24747166936071,AAPL,BUY,3210156,40,40,3007866,3210182,0.161985
24747364331372,AAPL,SELL,3210238,15,25,3007334,3210228,0.0623009
24747452429841,AAPL,SELL,3210201,15,10,3006472,3210186,0.0934525
24761469118564,GOOGL,SELL,14376439,15,821,-15332213,14377177,1.02663
24775531808987,GOOGL,SELL,14376455,15,806,-15969296,14377177,1.00437
24781987458845,AAPL,SELL,3210182,15,0,3005280,3210182,0
24793901321086,INTC,BUY,656206,100,100,-237130,656236,0.914305
24811940119765,AAPL,BUY,3210040,100,100,3247372,3210138,0.610566
24813396124151,GOOG,BUY,14432585,15,376,0,14433039,0.629112
24814312232482,AAPL,SELL,3209617,15,85,3239182,3209619,0.0124625
24817836204066,ADBE,BUY,3565795,50,50,0,3565890,0.532826
24819995162339,AAPL,SELL,3209363,15,70,3228425,3209348,0.0934769
24822628794551,AAPL,SELL,3209224,15,55,3215056,3209194,0.186963
24823298595714,NFLX,SELL,3400822,15,157,1334939,3400901,0.464583
24823629692443,AAPL,SELL,3209125,15,40,3201177,3209085,0.249292
24824793348197,AAPL,SELL,3209112,15,25,3186788,3209057,0.34278
24839383576633,AAPL,SELL,3209048,15,10,3171889,3209032,0.0997185
24846260063064,INTC,SELL,655708,15,85,-244755,655708,0
24849591671168,GOOGL,SELL,14376462,15,791,-16606414,14377177,0.994632
24869393084224,AAPL,SELL,3209013,15,0,3156480,3209013,0
24888140210764,GOOGL,SELL,14376470,15,776,-17243342,14377177,0.983503
24926084153285,AMZN,BUY,18475305,8,878,-7324031,18476193,0.961237
24979144915546,NFLX,SELL,3400702,15,142,1301440,3400761,0.346981
25021863352272,GOOGL,BUY,14375977,15,791,-16899412,14376850,1.21445
25040210823615,CSCO,BUY,466067,100,100,-134000,466083,0.686573
25047145986115,AAPL,BUY,3209082,40,40,5256416,3209090,0.0498584
