elapsed_sec,cumulative,interval_rate
0.119486,1560362,17055919.84
0.119985,1566573,12442754.51
0.120033,1567431,17813025.52
0.120145,1569731,20604703.25
0.120302,1570408,4315537.85
0.120367,1571739,20476923.08
0.120450,1573446,20617934.10
0.120671,1575672,10053474.00
0.120777,1578113,23155658.01
0.120979,1580003,9329509.39
0.121049,1581408,20023657.84
0.121094,1582188,17430167.60
0.121291,1583981,9109244.89
0.121365,1585439,19691526.43
0.121432,1586880,21507462.69
0.121667,1588867,8438872.33
0.121759,1590460,17409836.07
0.121833,1591834,18525759.43
0.122025,1593184,7046554.23
0.122095,1594446,18017760.77
0.122179,1596105,19623382.46
0.122360,1597352,6895865.25
0.122463,1599691,22699481.76
0.122516,1600769,20307819.83
0.122695,1602112,7511521.77
0.122765,1603366,17957126.29
0.122811,1604161,17377049.18
0.122868,1605088,16109971.85
0.123107,1607894,11730376.91
0.123148,1608584,17054723.42
0.123190,1609341,17864306.78
0.123243,1610081,14039348.12
0.123446,1611665,7806185.81
0.123528,1612979,15903177.00
0.123584,1613926,16973759.68
0.123762,1615108,6651360.66
0.123811,1615981,17636363.64
0.123895,1617738,20989379.88
0.123953,1618866,19546683.30
0.124114,1619643,4832329.97
0.124144,1620154,16663405.73
0.124196,1621138,18953329.35
0.124247,1622054,18093827.16
0.124440,1623783,8939234.92
0.124485,1624544,16911111.11
0.124629,1627613,21393020.95
0.124870,1630319,11210771.62
0.124927,1631235,16188607.89
0.125152,1633436,9767722.58
0.125189,1634104,17913169.40
0.125249,1635330,20648421.05
0.125331,1636923,19456488.55
0.125550,1638889,8975447.63
0.125603,1639845,17938902.65
0.125867,1642939,11706792.89
0.125965,1644882,19936588.72
0.126002,1645569,18484636.50
0.126172,1646579,5933881.29
0.126232,1647808,20483333.33
0.126321,1649623,20431596.37
0.126537,1651830,10203798.57
0.126663,1654170,18516320.47
0.126916,1656876,10734559.65
0.126994,1658557,21414012.74
0.127187,1660168,8350741.51
0.127245,1661335,20034334.76
0.127311,1662815,22609917.81
0.127542,1665410,11221621.62
0.127587,1666277,19020248.78
0.127631,1667092,18934993.73
0.127827,1668620,7777743.84
0.127877,1669569,19059286.63
0.127953,1671289,22606889.84
0.128204,1674884,14303675.59
0.128281,1676690,23378640.78
0.128484,1678599,9403940.89
0.128532,1679513,19259134.39
0.128583,1680574,20719418.84
0.128649,1681917,20246027.68
0.128900,1682673,3017964.07
0.128947,1683448,16621983.91
0.129061,1685772,20245489.63
0.129244,1686956,6484686.50
0.129302,1688034,18533163.70
0.129358,1688959,16493117.47
0.129605,1691562,10552731.22
0.129688,1693303,20891832.87
0.129760,1694868,21939354.86
0.129940,1696343,8179312.72
0.130109,1699977,21487065.78
0.130358,1702531,10267336.68
0.130577,1704775,10215462.50
0.130682,1706794,19289747.48
0.130915,1709308,10797438.51
0.130981,1710490,18011428.57
0.131093,1712865,21197408.11
0.131250,1713442,3676142.66
0.131299,1714182,15063613.23
0.131363,1715404,18958081.23
0.131411,1716385,20296271.78
0.131458,1717278,19067751.37
0.131617,1718102,5176952.51
0.131732,1720715,22804429.98
0.131803,1722317,22643109.54
0.131966,1723199,5409649.05
0.132031,1724630,21931034.48
0.132120,1726559,21796610.17
0.132312,1728187,8457142.86
0.132360,1729018,17433810.26
0.132412,1730114,20809994.87
0.132467,1731137,18770642.20
0.132660,1732642,7806340.51
0.132731,1734026,19436018.42
0.132778,1735021,20928862.90
0.132934,1735810,5076697.38
0.132975,1736630,19898565.85
0.133045,1738186,22202245.91
0.133109,1739506,20732875.74
0.133272,1740557,6449514.60
0.133310,1741208,17094241.53
0.133362,1742367,22111147.15
0.133397,1742927,16192927.16
0.133624,1744941,8870605.44
0.133681,1746113,20651982.38
0.133754,1747765,22604436.05
0.133781,1748210,16181818.18
0.133818,1748791,15827181.35
0.133847,1749198,13875157.67
0.133998,1749728,3511864.14
0.134052,1750829,20531468.53
0.134132,1752519,20972165.35
0.134166,1753114,17542825.13
0.134324,1753784,4243863.82
0.134398,1755200,19320243.96
0.134472,1756733,20623133.42
0.134667,1758386,8487804.88
0.134722,1759411,18331068.03
0.134773,1760378,19164073.80
0.134803,1760831,15100000.00
0.134843,1761476,16158933.76
0.134899,1762244,13806741.57
0.135092,1763127,4564274.60
0.135146,1764050,17000976.22
0.135177,1764502,14639676.11
0.135207,1764937,14500000.00
0.135286,1766545,20311493.43
0.135457,1767790,7298499.85
0.135568,1770373,23200459.88
0.135793,1772941,11406996.11
0.135869,1774347,18581661.51
0.136101,1776756,10396661.33
0.136202,1778961,21724137.93
0.136437,1781560,11077250.93
0.136492,1782571,18381818.18
0.136536,1783187,13829954.42
0.136584,1783972,16497141.90
0.136847,1787375,12922801.17
0.136934,1789323,22585507.25
0.137145,1791441,10020106.45
0.137225,1793049,19975155.28
0.137406,1794205,6407378.46
0.137465,1795335,19139242.22
0.137510,1796101,17022222.22
0.137567,1797167,18756378.22
0.137640,1798501,18305317.32
0.137819,1799847,7495141.52
0.137859,1800528,17204355.41
0.137940,1802131,19628491.31
0.138133,1803612,7691828.28
0.138218,1805168,18270201.72
0.138302,1807006,22022789.63
0.138488,1808299,6953182.98
0.138572,1809622,15602887.06
0.138612,1810300,17039028.93
0.138647,1810765,13445523.94
0.138691,1811591,18492813.33
0.138858,1812638,6291424.55
0.138931,1814127,20455544.57
0.138990,1815303,19820336.07
0.139195,1817321,9833924.60
0.139259,1818556,19347056.43
0.139357,1820777,22615265.56
0.139558,1822453,8326212.67
0.139603,1823237,17617977.53
0.139638,1823793,16019361.53
0.139700,1824969,18816000.00
0.139858,1825826,5429789.71
0.139929,1827404,22199088.40
0.139974,1828290,19707282.35
0.140213,1831141,11949719.80
0.140259,1831791,13941018.77
0.140305,1832625,18081300.81
0.140339,1833158,15890525.31
0.140403,1834282,17596868.88
0.140574,1835356,6279159.50
0.140702,1838393,23703414.63
0.140882,1839659,7026853.01
0.140955,1841220,21531034.48
0.141171,1843448,10320787.49
0.141214,1844149,16114942.53
0.141320,1846380,21113498.06
0.141539,1848642,10320896.85
0.141655,1851313,22918972.72
0.141838,1852634,7215267.31
0.141893,1853623,18091684.04
0.141939,1854472,18373044.21
0.142153,1856760,10725016.76
0.142216,1858007,19637795.28
0.142258,1858750,17939493.44
0.142508,1861364,10438630.12
0.142553,1862101,16317222.75
0.142606,1862817,13627193.48
0.142659,1863891,20027972.03
0.142689,1864324,14393511.29
0.142886,1865988,8462809.92
0.142937,1866916,18240786.24
0.143035,1868832,19443486.03
0.143088,1869787,18161763.31
0.143252,1870506,4376354.30
0.143334,1871895,17086762.37
0.143434,1874157,22601015.15
0.143631,1875956,9118510.22
0.143682,1876813,16735339.49
0.143721,1877438,16008811.25
0.143753,1877799,11208047.44
0.143784,1878286,15752361.24
0.143955,1879489,7060895.08
0.144008,1880532,19510278.91
0.144115,1882987,23051643.19
0.144297,1884325,7319835.22
0.144337,1884913,14823404.85
0.144421,1886776,22123788.71
0.144483,1888086,21171717.17
0.144657,1889313,7075430.90
0.144704,1890278,20191663.88
0.144754,1891196,18687022.90
0.144960,1892666,7111480.93
0.145023,1893722,16828685.26
0.145133,1896076,21375709.42
0.145328,1897662,8143774.07
0.145370,1898452,18698224.85
0.145429,1899650,20247773.25
0.145484,1900703,19380487.00
0.145517,1901165,14053231.94
0.145548,1901568,12878691.04
0.145693,1901979,2841026.92
0.145727,1902555,16575539.57
0.145819,1904557,21800204.72
0.145853,1905135,17232640.65
0.146094,1908051,12078685.43
0.146154,1909230,19677220.15
0.146223,1910499,18514465.79
0.146478,1913350,11142159.26
0.146524,1913779,9385460.19
0.146751,1915382,7065564.74
0.146817,1916400,15492786.27
0.146891,1917541,15392917.37
0.146936,1918317,16992576.70
0.146989,1918987,12641509.43
0.147025,1919603,17413427.56
0.147193,1920071,2787107.84
0.147259,1921304,18517962.27
0.147341,1922825,18653192.87
0.147395,1923811,18077811.59
0.147590,1925355,7921320.36
0.147627,1925877,14188252.56
0.147660,1926392,15785440.61
0.147697,1927003,16550640.63
0.147720,1927307,12959331.57
0.147753,1927886,17413533.83
0.147927,1928983,6334925.25
0.147990,1930169,18738545.16
0.148031,1930917,18115327.80
0.148062,1931405,15574136.72
0.148108,1932210,17855954.57
0.148142,1932762,15884892.09
0.148290,1933169,2746900.46
0.148328,1933769,16107382.55
0.148383,1934732,17416939.47
0.148433,1935605,17373134.33
0.148521,1937476,21241088.05
0.148713,1938822,7018056.11
0.148833,1941341,20962493.86
0.149009,1942289,5394025.60
0.149105,1944086,18734947.92
0.149349,1946697,10693544.56
0.149472,1949245,20771682.69
0.149703,1951681,10543537.54
0.149769,1952813,17173372.17
0.149808,1953353,13714285.71
0.149866,1954272,15810752.69
0.150065,1955924,8294546.79
0.150118,1956754,15923261.39
0.150163,1957485,15949206.90
0.150224,1958611,18701523.03
0.150284,1959668,17604636.83
0.150491,1961361,8145924.15
0.150546,1962118,13975556.62
0.150607,1963271,18672064.78
0.150812,1965093,8893227.58
0.150863,1966093,19543846.62
0.150920,1967232,20085349.51
0.151012,1969056,19952525.24
0.151253,1971762,11193381.59
0.151327,1973207,19548953.56
0.151481,1973787,3778501.63
0.151551,1975112,18816746.19
0.151636,1976536,16810492.39
0.151861,1978453,8527921.49
0.151905,1979255,18227272.73
0.151955,1980121,17176745.94
0.151981,1980481,14048780.49
0.152051,1981932,20532922.01
0.152221,1982824,5249652.77
0.152277,1983897,19260801.67
0.152357,1985522,20386912.23
0.152409,1986234,13659472.42
0.152458,1987064,16795839.49
0.152690,1989538,10673408.37
0.152725,1990095,15990124.59
0.152770,1990861,17022222.22
0.152972,1992503,8135438.70
0.153023,1993430,17913043.48
0.153087,1994669,19448106.99
0.153137,1995468,15966588.07
0.153318,1996652,6558030.82
0.153367,1997469,16588832.49
0.153402,1997951,13854157.68
0.153484,1999535,19141993.96
0.153517,2000000,14436958.61
0.153553,2000498,13722410.52
0.153743,2001552,5540078.84
0.153858,2003881,20347897.50
0.154050,2005622,9071677.19
0.154154,2006946,12634552.26
0.154226,2008261,18445267.35
0.154272,2008943,14679925.95
0.154442,2009850,5356309.76
0.154491,2010654,16380083.12
0.154537,2011411,16294287.31
0.154663,2014067,21065488.61
0.154858,2015353,6611825.19
0.154954,2016820,15234910.48
0.155032,2018098,16306220.10
0.155189,2018800,4474900.40
0.155235,2019563,16497297.30
0.155296,2020779,20071637.26
0.155524,2023309,11092404.55
0.155592,2024643,19702250.84
0.155691,2026697,20747474.75
0.155883,2028227,7979139.50
0.155968,2030119,22193548.39
0.156031,2031408,20339250.49
0.156243,2033472,9743524.38
0.156327,2035317,21909772.11
0.156372,2036087,17048222.11
0.156645,2037590,5520661.16
0.156681,2038245,18110432.16
0.156796,2040756,21890365.10
0.156966,2041722,5679546.58
0.157026,2042982,21014710.30
0.157060,2043556,16657960.42
0.157099,2044144,15223300.97
0.157137,2044773,16355079.44
0.157299,2045523,4623693.04
0.157386,2047468,22345534.34
0.157435,2048369,18482051.28
0.157469,2048938,17006396.08
0.157644,2050176,7067541.26
0.157712,2051632,21229750.81
0.157759,2052555,19725594.12
0.157796,2053187,17275783.83
0.157995,2054803,8112124.01
0.158079,2056442,19415520.57
0.158153,2057541,14851351.35
0.158215,2058557,16376003.35
0.158425,2059803,5929803.69
0.158471,2060591,17366391.18
0.158524,2061585,18565211.71
0.158568,2062259,15553606.87
0.158623,2063294,18804164.17
0.158784,2063893,3715673.44
0.158830,2064692,17401341.58
0.158866,2065314,17277777.78
0.158918,2066207,17242045.10
0.158970,2067052,16263135.61
0.159188,2069324,10427997.71
0.159301,2071932,23011629.34
0.159456,2072664,4730210.02
0.159490,2073199,15774265.83
0.159555,2074480,19520000.00
0.159600,2075292,17911501.30
0.159641,2075998,17558694.79
0.159669,2076393,14128335.36
0.159831,2077246,5268131.20
0.159882,2077610,7039529.67
0.159926,2077881,6229885.06
0.160055,2078454,4428985.51
0.160256,2080596,10667755.69
0.160456,2081739,5719776.01
0.160500,2082479,16551477.33
0.160541,2083124,15959026.13
0.160613,2084466,18552824.40
0.160671,2085530,18477675.70
0.160829,2086218,4362492.71
0.160891,2087509,20546201.10
0.161241,2091468,11320873.41
0.161329,2093017,17652421.65
0.161391,2094002,15812624.41
0.161571,2094980,5429562.80
0.161608,2095517,14481029.04
0.161689,2097117,19793896.06
0.161931,2099340,9179615.72
0.162006,2100528,15937323.92
0.162052,2101301,16579088.47
0.162394,2105712,12897660.82
0.162495,2107574,18512074.61
0.162723,2109708,9356243.12
0.162811,2111499,20448940.45
0.162865,2112350,15795823.67
0.162893,2112661,10849089.51
0.163064,2113081,2459131.58
0.163130,2113924,12829488.04
0.163206,2115058,14823529.41
0.163279,2115959,12384879.73
0.163516,2118189,9412579.09
0.163546,2118557,12232822.52
0.163653,2120466,17917816.45
0.163689,2120708,6722222.22
0.163730,2121257,13097311.35
0.163920,2122569,6906789.92
0.163956,2123132,15971631.21
0.164023,2124638,22269870.61
0.164090,2126029,20943433.16
0.164268,2127061,5800490.12
0.164317,2127954,17979745.10
0.164357,2128694,18714278.49
0.164382,2129017,13028921.79
0.164456,2130694,22623946.04
0.164614,2131324,3974763.41
0.164649,2131885,16241097.79
0.164707,2132897,17348670.56
0.164742,2133447,15658362.99
0.164801,2134590,19608179.51
0.164957,2135193,3856115.11
0.165000,2136020,19364053.57
0.165125,2138840,22567402.11
0.165155,2139329,16121056.28
0.165346,2140884,8143151.90
0.165382,2141374,13548262.23
0.165431,2142326,19346447.73
0.165462,2142874,17677419.35
0.165510,2143704,17276549.69
0.165544,2144176,13899522.94
0.165681,2144384,1516864.18
0.165717,2145016,17823401.68
0.165769,2146023,19381038.53
0.165840,2147463,20175131.35
0.165894,2148491,19155160.53
0.166086,2149258,3995665.72
0.166161,2150636,18322518.88
0.166203,2151366,17467457.89
0.166237,2151805,13007407.41
0.166308,2153035,17313701.75
0.166503,2154444,7222566.80
0.166560,2155563,19560201.37
0.166617,2156688,19650655.02
0.166658,2157390,17104429.61
0.166826,2158346,5708894.17
0.166860,2158922,16735915.39
0.166899,2159611,17799938.00
0.166934,2160212,16969252.05
0.166978,2161042,18845647.34
0.167162,2162213,6362712.66
0.167202,2162897,17046728.97
0.167301,2165053,21750315.26
0.167363,2166381,21593495.93
0.167646,2167427,3697197.41
0.167694,2168203,16152533.20
0.167761,2169560,20116220.46
0.167804,2170259,16287252.14
0.168003,2171902,8258024.31
0.168049,2172773,19248618.78
0.168112,2174161,21815324.17
0.168310,2175524,6873701.41
0.168370,2176641,18865693.83
0.168450,2178048,17505443.23
0.168482,2178439,12429270.77
0.168713,2179209,3330925.26
0.169095,2180184,2548466.61
0.169184,2181672,16789844.85
0.169253,2182851,17138620.77
0.169300,2183651,16739203.21
0.169480,2184561,5077898.31
0.169510,2184973,13810210.17
0.169553,2185661,15755604.92
0.169606,2186674,19341288.78
0.169641,2187220,15507839.13
0.169683,2187864,15363694.92
0.169881,2189492,8220478.48
0.169932,2190474,19067961.17
0.169968,2190877,11259813.92
0.170067,2193091,22467577.28
0.170238,2194124,6039452.30
0.170287,2195034,18492927.98
0.170412,2195889,6801476.44
0.170705,2199692,13009092.34
0.171142,2202917,7370737.83
0.171204,2204092,19144602.85
0.171275,2205485,19642680.88
0.171554,2208045,9168791.73
0.172111,2209148,1980991.11
0.172150,2209629,12254777.07
0.172370,2211480,8397718.87
0.172405,2211779,8532861.51
0.172451,2212378,13237569.06
0.172521,2213794,20240426.54
0.172754,2216480,11509373.33
0.172818,2217701,19028769.13
0.172871,2218830,21218214.96
0.172916,2219470,14209275.99
0.173088,2220250,4539264.64
0.173213,2223251,24056112.22
0.173436,2225544,10276750.70
0.173960,2229126,6842406.88
0.174043,2230867,20808930.75
0.174114,2232494,22875219.68
0.174165,2233525,20432430.29
0.174389,2235006,6606711.10
0.174533,2237871,19832616.87
0.174790,2240921,11898585.04
0.175111,2243934,9389949.36
0.175167,2245099,20865796.21
0.175212,2245993,19811634.35
0.175421,2247570,7530429.72
0.175475,2248578,18523623.13
0.175508,2249122,16695822.98
0.175561,2249799,12723650.58
0.175606,2250681,19636217.91
0.175816,2252341,7917316.51
0.175905,2254131,20065464.98
0.175962,2255337,21142316.19
0.176159,2256408,5446916.72
0.176354,2258878,12647792.27
0.176415,2260070,19501022.49
0.176634,2261125,4827447.36
0.176733,2263045,19410212.60
0.176780,2263848,16994708.99
0.176809,2264306,15459915.61
0.176990,2265549,6865848.07
0.177102,2267881,20985376.83
0.177151,2268802,18466165.41
0.177353,2270149,6676579.93
0.177394,2270845,17185185.19
0.177463,2272294,20774193.55
0.177514,2273218,18266645.58
0.177705,2274406,6206377.73
0.177752,2275283,18876859.17
0.177799,2276163,18773333.33
0.177878,2277720,19667534.04
0.178097,2278753,4706150.34
0.178241,2281028,15835230.08
0.178299,2282201,20166073.55
0.178500,2283640,7174087.53
0.178627,2285903,17818897.64
0.178667,2286558,16206051.91
0.178851,2287540,5339394.07
0.178901,2288340,16229814.17
0.178981,2290095,21756108.45
0.179026,2290913,18110968.43
0.179223,2292452,7833695.58
0.179264,2293022,13818181.82
0.179305,2293677,15991991.80
0.179395,2295676,22335195.53
0.179563,2296619,5614498.86
0.179602,2297376,19044025.16
0.179693,2299383,22054945.05
0.179749,2300531,20699976.56
0.179904,2301146,3957121.53
0.179953,2302104,19402531.65
0.180001,2303009,18952879.58
0.180040,2303661,17027055.26
0.180233,2305221,8058558.86
0.180282,2306224,20486529.55
0.180367,2308057,21501466.28
0.180432,2309244,18343945.11
0.180627,2311152,9776242.91
0.180667,2311822,16785249.02
0.180900,2314271,10522019.33
0.181248,2319569,15200463.65
0.181602,2325130,15725698.13
0.181840,2327794,11173699.86
0.181938,2329960,22111517.18
0.182029,2331923,21591121.57
0.182198,2333059,6716925.35
0.182266,2334381,19585185.19
0.182309,2335111,17126099.71
0.182566,2338301,12392392.08
0.182616,2339211,18291457.29
0.182672,2340271,18761061.95
0.182857,2341524,6776013.02
0.182958,2343805,22640198.51
0.183166,2345718,9189737.09
0.183215,2346571,17438057.08
0.183282,2347976,20957012.02
0.183357,2349558,21246877.43
0.183516,2350342,4916624.34
0.183550,2350960,17956764.30
0.183606,2352005,18842748.70
0.183664,2352958,16419427.65
0.183716,2354027,20508393.29
0.183908,2355629,8336498.98
0.183954,2356376,16166031.86
0.183999,2357125,16878873.24
0.184061,2358333,19353701.72
0.184223,2359171,5166206.35
0.184264,2359910,18265404.48
0.184295,2360355,14412955.47
0.184342,2361211,18021052.63
0.184380,2361808,15973244.15
0.184462,2363446,19894817.39
0.184702,2365685,9332394.12
0.184800,2367748,21033206.57
0.184981,2368435,3799946.90
0.185052,2369688,17699990.11
0.185102,2370586,17767401.37
0.185155,2371628,19552653.31
0.185330,2372686,6061613.03
0.185406,2374266,20834981.67
0.185456,2375236,19416309.70
0.185509,2376261,19114219.11
0.185547,2376924,17504950.50
0.185744,2378541,8208121.83
0.186063,2383693,16152596.89
0.186284,2386046,10659116.65
0.186341,2387305,21848156.18
0.186418,2388852,20299439.70
0.186478,2390050,19760824.74
0.186746,2390779,2723543.52
0.186807,2392092,21480572.60
0.186989,2393896,9927961.74
0.187051,2394870,15720326.67
0.187358,2395518,2109890.11
0.187420,2396543,16554419.63
0.187487,2397837,19361692.58
0.187534,2398670,17660652.57
0.187805,2399913,4576869.69
0.187974,2400998,6443949.52
0.188076,2403096,20610657.03
0.188303,2405385,10048684.98
0.188369,2406647,19145288.77
0.188412,2407321,15905604.72
0.188459,2408130,17061391.48
0.188673,2408882,3507871.72
0.188716,2409540,15302325.58
0.188773,2410648,19567328.92
0.188858,2412314,19619388.57
0.189086,2414123,7925520.26
0.189142,2415097,17496901.22
0.189219,2416190,14110872.99
0.189290,2416780,8403481.04
0.189529,2417829,4388368.52
0.189592,2418685,13569209.31
0.189664,2419986,18048638.38
0.189984,2422751,8635012.24
0.190066,2424316,19124080.46
0.190197,2425610,9881030.56
0.190349,2426292,4484393.39
0.190411,2427398,17874747.47
0.190476,2428663,19374502.24
0.190762,2431953,11493449.78
0.190815,2432954,19127510.37
0.190875,2434086,18827442.83
0.190926,2434970,17123486.68
0.191079,2435571,3939898.52
0.191145,2436630,15995045.92
0.191205,2437767,18950000.00
0.191255,2438732,19203980.10
0.191293,2439344,16392564.42
0.191449,2440087,4761569.07
0.191501,2441060,18666666.67
0.191591,2443063,22265698.82
0.191766,2444181,6367359.03
0.191843,2445821,21344994.99
0.191912,2447024,17562043.80
0.192124,2449271,10601106.82
0.192194,2450676,20000000.00
0.192256,2451970,20773466.47
0.192302,2452748,17067392.07
0.192517,2454859,9805333.25
0.192593,2456322,19176322.55
0.192638,2457146,18482381.18
0.192795,2457796,4132441.57
0.192831,2458392,16555555.56
0.192885,2459300,17025106.41
0.192975,2461235,21479952.04
0.193163,2462598,7219623.82
0.193255,2464440,20213991.77
0.193300,2464957,11499366.09
0.193365,2465927,14799896.25
0.193544,2466967,5818181.82
0.193582,2467591,16438789.22
0.193666,2469290,20146324.69
0.193740,2470713,19262267.34
0.193949,2472810,10027495.52
0.194068,2475299,20923351.10
0.194294,2477698,10624822.85
0.194381,2479435,19946487.83
0.194606,2481595,9600000.00
0.194657,2482542,18736892.09
0.194733,2483865,17350819.67
0.194894,2484475,3787831.75
0.194957,2485601,17956241.63
0.195000,2486161,12861145.56
0.195076,2487615,19237130.04
0.195148,2488956,18517751.36
0.195327,2489963,5616567.48
0.195406,2491063,13982991.60
0.195498,2493008,21227830.83
0.195710,2495045,9600927.57
0.195746,2495395,9578281.93
0.195799,2496272,16811394.18
0.195848,2497137,17518987.34
0.195888,2497754,15297647.09
0.196036,2498238,3283203.43
0.196060,2498523,11772967.61
0.196087,2498851,12185607.61
0.196173,2500648,20885149.11
0.196226,2501667,19181176.47
0.196401,2502642,5555555.56
0.196456,2503589,17310082.62
0.196554,2505304,17567221.51
0.196781,2507474,9568238.74
0.196817,2507978,13761092.15
0.196882,2509295,20431909.15
0.196938,2510324,18334075.72
0.197157,2512465,9776255.71
0.197197,2513080,15439459.74
0.197239,2513797,16837309.79
0.197270,2514184,12740740.74
0.197294,2514500,12811157.06
0.197323,2514806,10815778.31
0.197531,2516364,7481392.56
0.197585,2516975,11279930.59
0.197634,2517534,11408163.27
0.197704,2518547,14454289.91
0.197769,2519663,17103448.28
0.197947,2520532,4878596.49
0.198016,2521846,19055077.00
0.198069,2522608,14618705.04
0.198113,2523077,10431726.68
0.198354,2525617,10568669.30
0.198483,2528019,18572212.81
0.198527,2528600,13368922.43
0.198770,2529997,5744054.47
0.198819,2530609,12521739.13
0.198875,2531601,17544480.21
0.198931,2532557,17173858.37
0.199208,2536140,12950586.81
0.199769,2542671,11622712.96
0.199928,2543429,4791161.00
0.200016,2545472,23030617.31
0.200060,2546192,16410256.41
0.200266,2547817,7894711.27
0.200384,2550324,21230829.16
0.200436,2551128,15511353.77
0.200470,2551564,12982372.56
0.200641,2552391,4828041.17
0.200683,2552964,13683582.09
0.200740,2553885,15959382.42
0.201012,2557653,13886994.95
0.201052,2558224,14171547.70
0.201081,2558608,13109828.96
0.201176,2560532,20350743.58
0.201356,2561663,6283333.33
0.201404,2562427,16000000.00
0.201445,2563065,15608562.69
0.201479,2563676,17582733.81
0.201522,2564474,18776470.59
0.201557,2564975,14382912.76
0.201729,2565531,3227866.47
0.201805,2566832,16987882.59
0.201864,2567930,18822964.70
0.201906,2568627,16497041.42
0.202084,2569840,6830608.79
0.202146,2571028,19109817.11
0.202209,2572228,18984938.62
0.202298,2574130,21281118.88
0.202490,2575579,7571521.88
0.202559,2576953,19973252.70
0.202588,2577283,11123470.52
0.202646,2578367,18649462.37
0.202924,2582032,13193372.00
0.203204,2585699,13112022.51
0.203271,2586976,18895284.32
0.203448,2588099,6374633.16
0.203525,2589658,20127036.59
0.203589,2590897,19460631.10
0.203820,2593543,11429805.62
0.203879,2594684,19393877.59
0.204115,2597383,11424338.62
0.204401,2601629,14848282.45
0.204447,2602497,19094548.81
0.204520,2604149,22643164.56
0.204733,2606334,10242155.49
0.204783,2607281,18861536.01
0.204819,2607830,15110230.37
0.204858,2608338,13039349.06
0.204894,2608741,11405767.98
0.204963,2610224,21351032.28
0.205168,2611788,7654134.90
0.205282,2614568,24217926.49
0.205504,2617042,11152483.39
0.205568,2618333,20250980.39
0.205736,2619357,6077151.34
0.205774,2619964,15973684.21
0.205810,2620516,15476924.80
0.205887,2622163,21389610.39
0.205923,2622752,16436903.50
0.206394,2628574,12357654.55
0.206461,2629926,20216822.43
0.206582,2632438,20703353.58
0.206827,2635286,11650263.03
0.206910,2637068,21415952.60
0.207134,2639478,10758928.57
0.207404,2643126,13515315.88
0.207466,2644350,19610042.14
0.207747,2648039,13145657.02
0.207805,2649037,17281385.28
0.208008,2650400,6719813.84
0.208182,2651408,5786153.41
0.208221,2651975,14569842.74
0.208253,2652397,12852530.91
0.208300,2653215,17481994.40
0.208406,2654238,9662337.66
0.208602,2655728,7618210.08
0.208668,2657012,19516347.22
0.208736,2658373,19856438.39
0.208925,2660013,8660066.01
0.208983,2660875,15078629.28
0.209047,2662165,19897274.54
0.209105,2663206,18012873.75
0.209150,2663961,16669978.58
0.209322,2665095,6615446.54
0.209371,2665881,16095673.01
0.209399,2666259,13399978.73
0.209654,2669329,12031383.49
0.209763,2671453,19463917.53
0.209845,2673127,20466549.30
0.210020,2673824,3976222.53
0.210100,2675500,21026747.63
0.210143,2676248,17244956.77
0.210225,2677614,16743684.35
0.210372,2678140,3567093.23
0.210432,2679333,20064583.40
0.210462,2679656,10902953.59
0.210504,2680367,16811690.15
0.210580,2681980,21270423.17
0.210746,2682709,4376196.85
0.210864,2685548,24161702.13
0.211031,2686096,3280612.06
0.211231,2687127,5140016.85
0.211319,2688603,16836437.88
0.211380,2689703,18106995.88
0.211420,2690353,15983475.55
0.211618,2691394,5282038.53
0.211665,2692070,14132502.67
0.211735,2693454,19865933.66
0.211831,2695131,17400778.21
0.212056,2696751,7218704.47
0.212193,2698947,16068371.07
0.212387,2700361,7263686.19
0.212452,2701473,17218153.38
0.212534,2702232,9274873.52
0.212610,2703513,16855263.16
0.212793,2704626,6079209.98
0.212839,2705464,17909044.28
0.212905,2706614,17635872.90
0.212933,2706981,12746596.28
0.213001,2708242,18693112.75
0.213367,2709180,2565470.09
0.213475,2711356,20155986.59
0.213541,2712652,19537492.09
0.213574,2713118,13980139.80
0.213736,2713962,5212547.17
0.213804,2715295,19579043.23
0.213849,2715994,15707865.17
0.213883,2716430,12854910.52
0.213919,2716945,14158075.60
0.214136,2718969,9323622.76
0.214183,2719761,16880874.74
0.214216,2720247,14935005.07
0.214260,2720886,14265940.35
0.214295,2721353,13358887.81
0.214326,2721711,11610559.77
0.214503,2722509,4511660.78
0.214576,2723715,16464163.82
0.214632,2724548,14875000.00
0.214681,2725402,17414000.53
0.214936,2728195,10972648.91
0.214994,2729293,18809421.84
0.215036,2729952,15847822.43
0.215075,2730538,14977635.78
0.215238,2731391,5241167.43
0.215283,2732163,17108033.24
0.215411,2734943,21746953.08
0.215576,2735898,5768963.58
0.215642,2737176,19388018.27
0.215708,2738455,19317907.20
0.215754,2739287,18152463.24
0.215805,2740185,17479318.73
0.216028,2742285,9424097.87
0.216072,2742986,16038253.87
0.216132,2744010,17114015.44
0.216183,2744724,13943133.89
0.216420,2745105,1610993.66
0.216529,2747525,22134213.82
0.216568,2748151,16102893.89
0.216631,2749299,18150197.63
0.216820,2750661,7211118.46
0.216898,2752299,20943881.14
0.216971,2753796,20589206.14
0.217156,2755068,6860212.39
0.217248,2757049,21640576.35
0.217294,2757920,18849141.94
0.217483,2759325,7440436.79
0.217522,2759983,16693304.92
0.217606,2761898,22729970.33
0.217650,2762644,16986975.13
0.217808,2763241,3788455.68
0.217847,2763897,16731279.33
0.217883,2764420,14527777.78
