timestamp_ns,symbol,side,fill_price,fill_qty,position_after,realized_pnl
20560692290716,AAPL,BUY,3213513,20,465,-1658800
20576699483598,AMZN,BUY,18524788,9,532,0
20587371809569,AMZN,BUY,18524787,12,544,0
20594767559518,AAPL,SELL,3213970,16,449,-1690120
20615796426026,TSLA,BUY,6391949,55,896,-22239042
20617333770970,TSLA,BUY,6391868,55,951,-21507450
20630476190625,TSLA,BUY,6391773,5,956,-21443097
20635532348842,TSLA,BUY,6391681,15,971,-21250038
20642487121039,TSLA,BUY,6391659,6,977,-21172137
20643411321191,AAPL,BUY,3213131,13,462,-1599640
20643466825658,TSLA,SELL,6393606,24,953,-21213009
20643466889697,AMZN,BUY,18524786,14,558,0
20643747146654,GOOGL,SELL,14400779,7,974,-751348
20646538087054,TSLA,BUY,6391674,16,969,-21008349
20653016259062,TSLA,BUY,6391666,2,971,-20981061
20666487279670,TSLA,BUY,6391660,3,974,-20943540
20674085791948,AMZN,BUY,18524785,6,564,0
20675713897720,GOOGL,BUY,14398887,4,978,-747708
20683246820781,AMZN,BUY,18524784,11,575,0
20684147703516,TSLA,BUY,6391654,7,981,-20854854
20693064092219,GOOGL,BUY,14398850,11,989,-737828
20698487134307,TSLA,BUY,6391645,11,992,-20718414
20730236207257,TSLA,BUY,6391629,2,994,-20691126
20730803314558,TSLA,SELL,6393617,5,989,-20700960
20735430456498,AMZN,BUY,18524783,1,576,0
20738017317082,TSLA,BUY,6391629,2,991,-20673632
20752689008082,AMZN,BUY,18524782,12,588,0
20754432167220,GOOGL,BUY,14398820,1,990,-736892
20757197096762,TSLA,BUY,6391627,10,1001,-20554072
20820761706143,TSLA,SELL,6392856,9,992,-20577400
20874678414577,TSLA,SELL,6392925,34,958,-20653689
20899984047754,TSLA,SELL,6392925,9,949,-20676216
20900397474220,TSLA,SELL,6392916,15,934,-20709918
20900873965764,TSLA,SELL,6392901,15,919,-20743140
20901405566911,TSLA,BUY,6391038,14,933,-20529762
20901532081835,TSLA,SELL,6392900,15,918,-20565102
20901905946930,TSLA,BUY,6391046,14,932,-20354322
20929440667005,AMZN,BUY,18524781,2,590,0
20951266866658,TSLA,BUY,6391032,57,989,-19556871
20977819816781,GOOGL,SELL,14400794,12,978,-915904
20982452416054,GOOGL,SELL,14400790,15,963,-1139733
20995187197622,GOOGL,SELL,14400775,15,948,-1363752
20997386076008,GOOGL,SELL,14400760,15,933,-1588021
20997605644659,TSLA,BUY,6390964,75,1064,-18618900
21002702056458,GOOGL,SELL,14400745,15,918,-1812508
21003839371715,TSLA,SELL,6392738,50,1014,-18705750
21102731773417,GOOGL,BUY,14398884,100,1018,-1607536
21103325021866,AMZN,BUY,18524780,8,598,0
21109595404092,TSLA,SELL,6392319,100,914,-18923058
21113743877211,GOOGL,SELL,14398046,15,1003,-1847727
21162542940823,AAPL,SELL,3213917,26,436,-1648540
21196671960200,TSLA,SELL,6395716,100,814,-18799948
21197263099692,TSLA,SELL,6399620,15,799,-18723768
21199572654426,TSLA,SELL,6399714,100,699,-18203332
21200124790604,TSLA,SELL,6400904,16,683,-18103206
21202401278094,TSLA,SELL,6400888,15,668,-18008763
21202487351108,TSLA,SELL,6400873,14,654,-17920264
21203791385287,TSLA,SELL,6400859,15,639,-17827326
21213634136691,AAPL,SELL,3213949,31,405,-1706234
21239067019566,GOOGL,SELL,14396716,10,993,-2021185
21247496703880,TSLA,SELL,6401096,58,581,-17446536
21248524777512,GOOGL,BUY,14394710,15,1008,-1978273
21249093465564,TSLA,SELL,6401134,72,509,-16967628
21249332287175,TSLA,SELL,6401081,14,495,-16879070
21250487249516,TSLA,SELL,6401067,14,481,-16789504
21253620906905,TSLA,SELL,6401053,15,466,-16694771
21254487110959,TSLA,SELL,6401038,14,452,-16603125
21255939329014,TSLA,SELL,6401024,16,436,-16501885
21256857536610,TSLA,SELL,6401008,14,422,-16412250
21259035774619,TSLA,SELL,6400994,30,392,-16216875
21259304271929,TSLA,SELL,6400964,15,377,-16119600
21260356712432,TSLA,SELL,6400949,15,362,-16025430
21270349694580,TSLA,SELL,6400934,14,348,-15939101
21271614716460,TSLA,SELL,6400920,100,248,-15298686
21276666267447,TSLA,SELL,6400834,14,234,-15213529
21277596913405,TSLA,SELL,6400820,15,219,-15122260
21278424285398,TSLA,SELL,6400805,16,203,-15024690
21279367078415,TSLA,SELL,6400789,15,188,-14931378
21283530857509,TSLA,SELL,6400774,15,173,-14837076
21287867667570,TSLA,SELL,6400759,14,159,-14751702
21287989257061,TSLA,SELL,6400745,100,59,-14127786
21289092503082,TSLA,SELL,6400659,14,45,-14044668
21290258244419,TSLA,SELL,6400645,16,29,-13948716
21290758596246,TSLA,SELL,6400629,14,15,-13863918
21293064363758,TSLA,SELL,6400615,10,5,-13802868
21295873964129,TSLA,SELL,6400605,15,0,-13715130
21370785263339,GOOGL,SELL,14396426,15,993,-2238436
21386858612446,GOOGL,SELL,14396411,15,978,-2498840
21389812030299,GOOGL,SELL,14396396,15,963,-2759456
21393860914632,GOOGL,BUY,14394445,15,978,-2701838
21478101142016,AMZN,BUY,18524779,3,601,0
21501358628711,AAPL,SELL,3214310,12,393,-1724287
21520885024845,AAPL,SELL,3214353,17,376,-1749384
21525853753481,AMZN,BUY,18524778,13,614,0
21541008608894,GOOGL,SELL,14396403,5,973,-2787194
21547432208967,GOOGL,SELL,14396402,15,958,-3043294
21551339988209,GOOGL,BUY,14394461,15,973,-2980378
21565446219347,AAPL,SELL,3214316,25,351,-1787026
21569682216162,AAPL,SELL,3214314,50,301,-1861289
21595185860395,AMZN,BUY,18524777,8,622,0
21606332271067,AMZN,BUY,18524776,3,625,0
21615384963360,AAPL,SELL,3214264,50,251,-1938594
21615722362036,AMZN,BUY,18524775,43,668,0
21619650997272,AAPL,SELL,3214214,15,236,-1962576
21621594848399,AAPL,SELL,3214199,15,221,-1986618
21633109758445,AAPL,SELL,3214184,25,196,-2027772
21633109807228,AAPL,SELL,3214159,15,181,-2053425
21638175877765,AAPL,SELL,3214144,15,166,-2079168
21660907588694,AAPL,SELL,3214129,15,151,-2105001
21662294032529,TSLA,BUY,6400953,95,95,-43434303
21662518527211,AAPL,SELL,3214114,15,136,-2130924
21696628532769,AMZN,BUY,18524774,38,706,0
21700559166467,AMZN,BUY,18524773,13,719,0
21728008426149,AMZN,BUY,18524772,3,722,0
21728208653223,AAPL,SELL,3214099,50,86,-2216448
21741112652652,TSLA,BUY,6400858,36,131,-43310454
21750224937519,AAPL,BUY,3213867,7,93,-1992192
21785407864885,AAPL,SELL,3214062,50,43,-2072902
21789765040900,AAPL,BUY,3213916,30,73,-942084
21810132618518,AAPL,BUY,3213911,20,93,-591578
21810868869069,AAPL,BUY,3213888,10,103,-463112
21813506718126,AAPL,BUY,3213856,7,110,-383812
21834325120372,GOOGL,BUY,14394453,10,983,-2939504
21843506158163,AMZN,BUY,18524771,8,730,0
21854346867061,AAPL,SELL,3213993,7,103,-388692
21864405674941,GOOGL,BUY,14394062,13,996,-2886646
21880175271053,GOOGL,BUY,14394249,23,1019,-2797194
21885272295679,AAPL,SELL,3214032,7,96,-393600
21891137807641,AAPL,BUY,3213843,4,100,-345600
21902724241847,TSLA,BUY,6400819,100,231,-43094865
21905567097550,TSLA,SELL,6400762,15,216,-43097730
21908538836673,TSLA,SELL,6400747,13,203,-43099485
21908803444947,TSLA,BUY,6400318,21,224,-42854890
21920416214618,AAPL,BUY,3213832,34,134,-51200
21926283429330,AAPL,BUY,3213808,24,158,86400
21933529953945,TSLA,BUY,6400303,100,324,-42107260
21934644368662,TSLA,SELL,6400702,15,309,-42109850
21935909823640,TSLA,BUY,6400059,100,409,-41424610
21957585670725,AAPL,BUY,3213772,14,172,153600
21967790251312,AAPL,BUY,3213740,4,176,172800
21985103562459,AAPL,BUY,3213720,24,200,272000
21997479619711,AAPL,BUY,3213686,14,214,323200
22000878708172,TSLA,SELL,6401045,6,403,-41422660
22005104380535,AAPL,BUY,3213655,4,218,337600
22021244982766,AMZN,BUY,18524770,11,741,0
22029103499672,AAPL,BUY,3213654,24,242,414400
22039138529926,AAPL,BUY,3213629,14,256,454400
22064101859707,AAPL,BUY,3213603,4,260,465600
22064280323848,AMZN,BUY,18524769,1,742,0
22084709732591,AAPL,BUY,3213586,4,264,476800
22102176602724,AAPL,BUY,3213573,24,288,539200
22118369563049,AMZN,BUY,18524768,6,748,0
22118443969869,TSLA,SELL,6401225,10,393,-41419090
22124002421250,TSLA,SELL,6401260,100,293,-41347152
22124244331424,AAPL,BUY,3213550,14,302,572800
22137341833335,AAPL,BUY,3213525,44,346,665600
22149028686153,TSLA,SELL,6403098,50,243,-41221620
22161746783890,TSLA,SELL,6403048,15,228,-41186971
22162781205244,TSLA,SELL,6403033,15,213,-41151302
22164197890567,TSLA,SELL,6403018,15,198,-41114613
22166019056798,TSLA,SELL,6403003,15,183,-41081760
22166216958731,TSLA,SELL,6402988,15,168,-41047917
22169187853713,TSLA,SELL,6402973,15,153,-41013084
22172144375055,TSLA,SELL,6402958,15,138,-40977261
22175848096418,TSLA,SELL,6402943,15,123,-40945364
22181780941944,TSLA,SELL,6402928,15,108,-40912507
22183439612956,TSLA,SELL,6402913,10,98,-40891716
22183950511550,TSLA,SELL,6402903,4,94,-40885260
22188287537357,TSLA,SELL,6402899,15,79,-40850560
22189517478008,AAPL,BUY,3213476,4,350,675200
22189751471713,TSLA,SELL,6402884,50,29,-40736310
22190238815135,TSLA,SELL,6402834,15,14,-40702500
22192002167704,TSLA,SELL,6402819,15,0,-40672800
22221966227424,AMZN,BUY,18524767,41,789,0
22230780639002,AAPL,BUY,3213447,24,374,724800
22241135703171,GOOGL,SELL,14385748,50,969,-4126056
22246665210363,AMZN,BUY,18524766,11,800,0
22258681070551,AAPL,BUY,3213409,31,405,784000
22264177991627,AMZN,BUY,18524765,11,811,0
22270562769684,AAPL,BUY,3213359,21,426,824000
22272551891651,AAPL,BUY,3213313,11,437,844800
22273236985426,AMZN,BUY,18524764,11,822,0
22277910982528,AMZN,BUY,18524605,6,828,0
22281679972959,AAPL,BUY,3213286,1,438,848000
22282200875894,GOOGL,BUY,14383750,15,984,-4010952
22294017120530,AAPL,BUY,3213272,21,459,888000
22295534493200,AAPL,BUY,3213244,11,470,908800
22305645731769,AMZN,BUY,18524419,1,829,0
22361045206475,AAPL,BUY,3213219,1,471,912000
22362129711380,AAPL,SELL,3214157,10,461,914480
22362446094244,AAPL,SELL,3214154,15,446,919750
22363458754848,GOOGL,BUY,14383756,15,999,-3899280
22370549944338,AAPL,BUY,3213237,30,476,975000
22381303427998,GOOGL,BUY,14384105,15,1014,-3792360
22404780647832,AMZN,BUY,18523825,11,840,0
22447521249766,AAPL,BUY,3213205,11,487,994500
22466827170121,TSLA,BUY,6405389,91,91,-65232720
22469615267711,GOOGL,SELL,14383946,15,999,-4199229
22470110290398,GOOGL,SELL,14383927,15,984,-4606392
22470290056775,GOOGL,BUY,14381934,15,999,-4477620
22474419940406,GOOGL,SELL,14383934,1,998,-4504355
22475870816580,AAPL,BUY,3213187,1,488,997750
22480767816430,AMZN,BUY,18523517,1,841,0
22484711185330,AAPL,BUY,3213177,21,509,1035125
22490849358377,GOOGL,SELL,14383420,7,991,-4694892
22499441229965,AMZN,BUY,18523362,81,922,0
22502781904899,AMZN,BUY,18523204,6,928,0
22507053669236,GOOGL,BUY,14381564,7,998,-4633284
22507643436508,AAPL,BUY,3213151,11,520,1054625
22520843213136,AAPL,BUY,3213127,1,521,1057875
22531126361133,TSLA,BUY,6405298,30,121,-65116800
22541478151579,AMZN,BUY,18522769,15,943,0
22545679237647,AAPL,SELL,3214089,5,516,1059500
22550926021430,AAPL,BUY,3213073,25,541,1106770
22555312011497,AAPL,SELL,3214127,10,531,1110280
22558500698915,AAPL,SELL,3214136,9,522,1113075
22558732973600,AAPL,SELL,3214131,15,507,1119872
22558797560032,AAPL,SELL,3214116,15,492,1126609
22559203527839,AAPL,SELL,3214101,15,477,1133286
22560784384520,AAPL,SELL,3214086,15,462,1138194
22560844496000,GOOGL,BUY,14381147,3,1001,-4606708
22561300461848,AAPL,SELL,3214071,15,447,1143012
22561301008116,AAPL,SELL,3214056,15,432,1147740
22562923029484,AAPL,SELL,3214041,15,417,1152378
22563814072952,AAPL,SELL,3214026,15,402,1156926
22564444830046,AAPL,SELL,3214011,15,387,1161384
22565245762085,AMZN,BUY,18522186,11,954,0
22565460107572,AAPL,SELL,3213996,15,372,1165752
22568604597163,GOOGL,SELL,14382529,2,999,-4662448
22582682435346,AAPL,SELL,3213981,50,322,1181511
22582976976058,AMZN,BUY,18521884,11,965,0
22587441098020,AAPL,SELL,3213931,15,307,1185504
22587551217367,AAPL,SELL,3213916,15,292,1189407
22587781494355,AAPL,SELL,3213901,15,277,1191326
22587911647071,AAPL,SELL,3213886,15,262,1193125
22588499358321,AAPL,SELL,3213871,15,247,1194804
22588517893372,AAPL,SELL,3213856,15,232,1196363
22591231302995,AAPL,BUY,3213367,30,262,1260350
22598060823001,AAPL,BUY,3213344,90,352,1399958
22603475084993,AMZN,BUY,18521722,1,966,0
22605448891199,AAPL,BUY,3213243,20,372,1432921
22606251329181,GOOGL,SELL,14381654,1,998,-4691205
22608470980778,GOOGL,BUY,14379874,6,1004,-4635695
22609169784911,AAPL,BUY,3213172,20,392,1469762
22612873924108,AAPL,BUY,3213117,80,472,1601614
22613326761208,GOOGL,SELL,14381773,6,998,-4806194
22619322867000,GOOGL,SELL,14381826,11,987,-5117868
22664650477026,GOOGL,SELL,14381842,1,986,-5146359
22666497644989,GOOGL,BUY,14379867,11,997,-5038154
22668415832301,TSLA,SELL,6405200,2,119,-65117430
22670972910243,GOOGL,BUY,14379852,1,998,-5028141
22671922725351,AMZN,BUY,18521640,6,972,0
22709281692852,GOOGL,BUY,14379844,6,1004,-4970324
22711008766644,AMZN,BUY,18521593,11,983,0
22714567010136,GOOGL,SELL,14381399,15,989,-5393466
22714640761667,GOOGL,BUY,14379355,15,1004,-5240690
22716590413961,GOOGL,SELL,14381372,15,989,-5657531
22716790618284,GOOGL,BUY,14379369,15,1004,-5500446
22725418856413,TSLA,SELL,6405198,23,96,-65125770
22735126121247,AAPL,BUY,3212973,5,477,1611309
22740497640518,TSLA,SELL,6405175,15,81,-65130680
22742896554497,GOOGL,SELL,14381372,33,971,-6402582
22743918686109,GOOGL,BUY,14379387,15,986,-6230426
22743939832420,GOOGL,SELL,14381361,15,971,-6634144
22745042698558,GOOGL,BUY,14379398,15,986,-6457704
22760751665456,AMZN,BUY,18521558,14,997,0
22763298705837,TSLA,SELL,6405160,15,66,-65134480
22775691544146,GOOGL,SELL,14381370,8,978,-6669563
22775806189576,GOOGL,SELL,14381367,15,963,-7066384
22777115062642,TSLA,SELL,6405145,15,51,-65142280
22781964094897,GOOGL,SELL,14381352,15,948,-7463439
22785226928891,TSLA,SELL,6405130,32,19,-65154282
22786501158776,GOOGL,BUY,14379431,15,963,-7268962
22798087076085,AMZN,BUY,18520677,14,1011,0
22802715655442,TSLA,SELL,6405098,23,0,-65161640
22809173795220,AAPL,SELL,3213926,6,471,1612405
22809731570577,AAPL,SELL,3213925,15,456,1618960
22811231591814,AAPL,SELL,3213910,15,441,1625425
22812408246524,GOOGL,BUY,14379423,28,991,-6922152
22815098019427,AAPL,SELL,3213895,15,426,1631800
22838819013168,AAPL,BUY,3213018,30,456,1687520
22890142326339,AAPL,BUY,3213010,20,476,1721350
22938779014423,AAPL,BUY,3212986,10,486,1739260
22948436601309,GOOGL,BUY,14379054,4,995,-6873423
22953751085336,AAPL,BUY,3212958,8,494,1753190
22959066029137,AAPL,BUY,3212943,100,594,1900450
22959569949053,GOOGL,BUY,14378977,11,1006,-6741284
22961076362824,AAPL,BUY,3212814,58,652,1988010
22964724652994,AAPL,BUY,3212713,18,670,2017860
22990803913101,AAPL,BUY,3212647,13,683,2041740
23001112216592,AAPL,SELL,3213977,11,672,2049024
23012693846601,AAPL,BUY,3212635,23,695,2089044
23013871643187,GOOGL,SELL,14380622,15,991,-7124622
23020204131370,GOOGL,BUY,14378615,15,1006,-6938028
23033825586218,AAPL,BUY,3212606,10,705,2107053
23044867414917,GOOGL,SELL,14380629,5,1001,-7064010
23047515514753,GOOGL,SELL,14380627,15,986,-7441326
23047745789377,GOOGL,SELL,14380612,15,971,-7818621
23048427608167,GOOGL,SELL,14380597,15,956,-8196552
23048521711721,GOOGL,SELL,14380582,15,941,-8574399
23074346487648,GOOGL,BUY,14378675,7,948,-8470080
23087632101627,AAPL,BUY,3212583,30,735,2159079
23088163363355,AAPL,BUY,3212549,20,755,2193096
23109106765693,AAPL,BUY,3212520,14,769,2217108
23111289211884,GOOGL,SELL,14380580,15,933,-8845176
23111466077461,GOOGL,SELL,14380565,15,918,-9220455
23114252742319,GOOGL,SELL,14380550,15,903,-9595896
23122333286234,AAPL,SELL,3214020,6,763,2221749
23122342423826,AAPL,SELL,3214014,15,748,2234310
23124411654346,AAPL,BUY,3212493,30,778,2286882
23130539386234,AAPL,BUY,3212470,27,805,2331366
23131382030604,GOOGL,BUY,14378719,15,918,-9348300
23148159885940,GOOGL,BUY,14378711,5,923,-9267084
23156628465526,AAPL,BUY,3212432,5,810,2341476
23164836624921,AAPL,BUY,3212408,25,835,2383938
23178713023590,AAPL,BUY,3212374,15,850,2410224
23190810525432,GOOGL,BUY,14378702,9,932,-9123828
23192627450142,AAPL,BUY,3212342,5,855,2420334
23215468507096,AAPL,BUY,3212321,29,884,2470884
23220422589489,AAPL,BUY,3212281,29,913,2519412
23225679293521,AAPL,BUY,3212232,23,936,2559852
23234521406607,AAPL,BUY,3212185,17,953,2590182
23242796903231,AAPL,BUY,3212144,7,960,2604336
23251543836830,TSLA,BUY,6405189,100,100,-64247435
23259811461813,TSLA,BUY,6404195,100,200,-61680430
23267883534928,TSLA,BUY,6403697,100,300,-59965650
23271893462691,AAPL,BUY,3212117,7,967,2618490
23287397420222,AAPL,BUY,3212088,3,970,2624556
23296290146163,AAPL,BUY,3212079,3,973,2630622
23320338118159,TSLA,SELL,6404058,15,285,-59974040
23325695453941,AAPL,BUY,3212071,23,996,2673084
23336704555234,AAPL,BUY,3212047,23,1019,2715546
23383354163985,AAPL,SELL,3213817,32,987,2744144
23383366406872,AAPL,SELL,3213750,15,972,2755908
23388302913172,AAPL,SELL,3213735,15,957,2767552
23388645647674,AAPL,BUY,3211796,40,997,2861332
23401998544771,TSLA,SELL,6404679,15,270,-59971080
23408327539592,TSLA,SELL,6404664,100,170,-59944695
23408466141050,AAPL,BUY,3211763,10,1007,2884256
23417108579689,TSLA,SELL,6405447,61,109,-59880080
23417229710420,TSLA,SELL,6405387,16,93,-59865568
23417860713510,TSLA,SELL,6405371,16,77,-59849904
23418269013329,TSLA,SELL,6405355,100,0,-59753344
23420808867628,AAPL,SELL,3213624,15,992,2894521
23420922840944,AAPL,SELL,3213609,15,977,2904636
23423762402363,AAPL,SELL,3213594,15,962,2914601
23425439410765,AAPL,SELL,3213579,15,947,2924416
23435321918097,AAPL,SELL,3213564,13,934,2933520
23436593638553,AAPL,BUY,3211673,40,974,3039213
23466525228036,AAPL,BUY,3211614,30,1004,3116865
23649249046388,AAPL,SELL,3213180,15,989,3121164
23657408932031,AAPL,BUY,3211146,30,1019,3225420
23669787215306,AAPL,SELL,3213048,15,1004,3230199
23692298976637,AAPL,SELL,3213018,15,989,3232536
23696170959694,AAPL,SELL,3213003,15,974,3234603
23696257512403,AAPL,BUY,3211030,30,1004,3347670
23757172837554,AAPL,SELL,3213010,23,981,3353280
23782549875867,AAPL,SELL,3212991,15,966,3357695
23804555081254,AAPL,SELL,3212976,15,951,3361870
23809500898765,AAPL,SELL,3212961,15,936,3365805
23811388225912,AAPL,SELL,3212946,15,921,3369500
23821341108390,AAPL,BUY,3211079,30,951,3486800
23878615954951,GOOGL,SELL,14379037,1,931,-9149610
23988106571376,AAPL,BUY,3211071,2,953,3496000
24009155588380,AAPL,SELL,3212986,15,938,3500280
24021246139516,AAPL,SELL,3212971,15,923,3504320
24021586808794,AAPL,BUY,3211100,100,1023,3851490
24130185491376,AAPL,SELL,3212278,14,1009,3846504
24396373210096,AAPL,SELL,3212864,13,996,3851338
24409891471235,AAPL,SELL,3212933,3,993,3851520
24437445629201,AMZN,SELL,18489932,1,1010,-36964
24468518851253,GOOGL,SELL,14379425,15,916,-9529400
24476906503873,AAPL,SELL,3212922,15,978,3857000
24512091455800,AMZN,SELL,18488555,1,1009,-75306
24526473683138,AMZN,SELL,18487830,1,1008,-114372
24571224477733,AAPL,SELL,3212949,13,965,3861396
24573747465557,AAPL,SELL,3212944,15,950,3866427
24579712190812,AMZN,SELL,18486826,1,1007,-154444
24625779135617,AAPL,SELL,3212205,5,945,3864840
24725542467720,AAPL,SELL,3212450,5,940,3863213
24802631468736,AAPL,BUY,3210805,1,941,3868039
24805822871132,GOOGL,BUY,14377591,12,928,-9325820
24856106405165,AMZN,SELL,18483124,2,1005,-241992
25016079091511,AAPL,SELL,3212196,10,931,3864685
