timestamp_ns,symbol,side,fill_price,fill_qty,position_after,realized_pnl
14556109357916,MSFT,BUY,1745046,49,566,-1848200
14556717738582,MSFT,BUY,1744952,49,615,-1843900
14557608627159,MSFT,BUY,1744856,49,664,-1839500
14561142553704,TSLA,BUY,6430132,62,710,-1302858
14562294941243,MSFT,BUY,1744759,79,743,-1832600
14562357473252,MSFT,BUY,1744631,79,822,-1825800
14562358209426,MSFT,BUY,1744488,79,901,-1819000
14562910824146,MSFT,BUY,1744338,79,980,-1812000
14568428254459,TSLA,BUY,6430049,100,810,-1055493
14569454687509,MSFT,BUY,1744184,9,989,-1811100
14578822600575,TSLA,BUY,6425985,95,905,-782874
14581668469631,TSLA,BUY,6425732,34,939,-696762
14599365018775,MSFT,BUY,1744098,99,1088,-1801800
14608689384405,TSLA,BUY,6425572,12,951,-667368
14611320454422,TSLA,BUY,6425480,100,1051,-447120
14621715350355,GOOGL,BUY,14418877,30,57,0
14624313354371,GOOGL,BUY,14418876,10,67,0
14624799627821,AAPL,BUY,3210372,100,559,0
14625924219936,GOOGL,BUY,14418875,29,96,0
14628499160914,GOOGL,BUY,14418874,3,99,0
14631351470137,AAPL,BUY,3210086,100,659,0
14633501938067,GOOGL,BUY,14418873,5,104,0
14636729645925,GOOGL,BUY,14418872,21,125,0
14648817614758,GOOGL,BUY,14418871,20,145,0
14670576171695,TSLA,SELL,6416412,10,1041,-639065
14684642618647,AMZN,BUY,18539969,15,35,0
14691425566523,GOOGL,BUY,14418870,14,159,0
14695081869896,GOOGL,BUY,14418869,17,176,0
14697364469592,GOOGL,BUY,14418868,6,182,0
14699137499109,GOOGL,BUY,14418867,25,207,0
14702736400684,AAPL,BUY,3209836,81,740,0
14703356384843,GOOGL,BUY,14418866,6,213,0
14706393861408,GOOGL,BUY,14418865,43,256,0
14708036749352,GOOGL,BUY,14418864,23,279,0
14710475536723,GOOGL,BUY,14418863,5,284,0
14712339671581,GOOGL,BUY,14418862,29,313,0
14715713598867,GOOGL,BUY,14418861,7,320,0
14716952054607,GOOGL,BUY,14418860,3,323,0
14719135984402,AMZN,BUY,18539944,5,40,0
14753137800973,GOOGL,BUY,14418859,2,325,0
14780653777820,AMZN,BUY,18539927,13,53,0
14791010721297,GOOGL,BUY,14418858,11,336,0
14797871686146,GOOGL,BUY,14418857,12,348,0
14805736753107,TSLA,SELL,6412792,50,991,-1779288
14807141441042,GOOGL,BUY,14418856,2,350,0
14808822228548,AAPL,SELL,3210495,100,640,-277000
14811245085630,TSLA,BUY,6410750,2,993,-1765671
14816939107894,GOOGL,BUY,14418855,15,365,0
14848017729264,TSLA,BUY,6410749,100,1093,-1159848
14860395748384,GOOGL,BUY,14418854,19,384,0
14882895825301,GOOGL,BUY,14418851,6,390,0
14922775096010,GOOGL,BUY,14418850,22,412,0
14930093771047,AAPL,SELL,3211495,100,540,-454000
14935698565511,TSLA,SELL,6375795,100,993,-6907674
14942560933060,AMZN,BUY,18539905,15,68,0
14944584460961,TSLA,SELL,6377798,29,964,-8516772
14948956240865,TSLA,BUY,6375296,100,1064,-6358968
14960288633623,TSLA,SELL,6375737,82,982,-10630242
14963130001410,TSLA,SELL,6375655,10,972,-11152264
14968405694889,TSLA,BUY,6373691,100,1072,-8687864
14973415112084,TSLA,SELL,6375654,29,1043,-10054616
14990829405560,GOOGL,BUY,14418849,9,421,0
15005975973764,GOOGL,BUY,14418848,16,437,0
15022454142092,GOOGL,BUY,14418847,16,453,0
15094135357017,AAPL,SELL,3212395,100,440,-541200
15112662004411,GOOGL,BUY,14418846,1,454,0
15120206888995,TSLA,SELL,6371398,100,943,-15192391
15130566036289,TSLA,SELL,6372498,68,875,-18611450
15141380237408,TSLA,SELL,6372730,80,795,-22614930
15141451916837,TSLA,SELL,6372715,15,780,-23366460
15141981676621,TSLA,SELL,6372700,16,764,-24168152
15143915722412,TSLA,SELL,6372684,2,762,-24268776
15145204193982,TSLA,SELL,6372682,15,747,-25020888
15148892673646,TSLA,SELL,6372667,100,647,-30032222
15149540795081,TSLA,SELL,6372574,16,631,-30836297
15151447661804,TSLA,SELL,6372558,16,615,-31640490
15152448526311,TSLA,SELL,6372542,16,599,-32444321
15152982120256,TSLA,SELL,6372526,14,585,-33148050
15153850285628,TSLA,SELL,6372512,2,583,-33249264
15156438088209,TSLA,SELL,6372510,14,569,-33953642
15157620028004,TSLA,SELL,6372496,16,553,-34758619
15158487221916,TSLA,SELL,6372480,16,537,-35563572
15159349897642,TSLA,SELL,6372464,14,523,-36268038
15160249721298,TSLA,SELL,6372450,14,509,-36973129
15160998490109,TSLA,SELL,6372436,10,499,-37476642
15162421920187,TSLA,SELL,6372426,46,453,-39793329
15162614917806,TSLA,SELL,6372380,16,437,-40599819
15163173233882,TSLA,SELL,6372364,15,422,-41356058
15163867702539,TSLA,SELL,6372349,100,322,-46399002
15164311982143,TSLA,SELL,6372256,50,272,-48925968
15164780917248,TSLA,SELL,6372206,15,257,-49684693
15167880040657,TSLA,SELL,6372191,16,241,-50495277
15168185150807,TSLA,SELL,6372175,15,226,-51254948
15168784348415,TSLA,SELL,6372160,16,210,-52065450
15169234605826,GOOGL,BUY,14418845,18,472,0
15171727862628,TSLA,SELL,6372144,16,194,-52876494
15171960761404,TSLA,SELL,6372128,20,174,-53890452
15172193542553,TSLA,SELL,6372108,39,135,-55867125
15172228753492,TSLA,SELL,6372069,14,121,-56577163
15173058641240,TSLA,SELL,6372055,100,21,-61649262
15173621965405,TSLA,SELL,6371991,15,6,-62411748
15174161751344,TSLA,SELL,6371976,15,0,-63174216
15277872833036,GOOGL,BUY,14418844,2,474,0
15321882800187,GOOGL,BUY,14418843,2,476,0
15366330641256,GOOGL,BUY,14418842,64,540,0
15392058031755,GOOGL,BUY,14418841,9,549,0
15420178033622,GOOGL,BUY,14418840,3,552,0
15434937255604,GOOGL,BUY,14418813,5,557,0
15886213133400,AAPL,SELL,3216195,13,427,-503304
15890926705904,AAPL,SELL,3216232,33,394,-405512
15894885444650,AAPL,SELL,3216215,60,334,-228578
15900244701380,AAPL,SELL,3216155,20,314,-170826
15902024783517,AAPL,SELL,3216135,30,284,-84816
15924184620777,AAPL,SELL,3216105,30,254,0
15926981022798,AAPL,SELL,3216075,30,224,84108
15931236187458,AAPL,SELL,3216045,30,194,167076
15935949534180,AAPL,SELL,3216015,30,164,249408
15936477220082,AAPL,SELL,3215985,30,134,330876
15936991624172,AAPL,SELL,3215955,30,104,411492
15937584860086,AAPL,SELL,3215925,30,74,490842
15938116597386,AAPL,SELL,3215895,30,44,569328
15939236453124,AAPL,SELL,3215865,30,14,646866
15942605010522,AAPL,SELL,3215835,30,0,723492
15946907408408,AMZN,BUY,18539879,100,168,0
16273677727911,TSLA,BUY,6429989,100,100,-74496120
16307659554343,TSLA,BUY,6429295,10,110,-74395704
16350775251477,TSLA,SELL,6429524,31,79,-74409600
16441595226149,GOOGL,BUY,14418794,33,590,0
16450571776594,GOOGL,BUY,14418752,14,604,0
16490171016656,TSLA,BUY,6429325,100,179,-73872000
16646097399510,TSLA,BUY,6429225,10,189,-73840000
16650042529468,AAPL,BUY,3217489,100,100,-2469852
16651892184702,AAPL,BUY,3217345,90,190,-2417688
16666425981078,TSLA,BUY,6429180,28,217,-73758400
16693095624784,AAPL,BUY,3217227,54,244,-2385180
16696660603524,AAPL,BUY,3217114,34,278,-2360232
16697750365451,AAPL,BUY,3217024,14,292,-2348136
16704619570266,TSLA,BUY,6429018,35,252,-73646400
16720799343654,AAPL,BUY,3216965,1,293,-2346624
16733584509139,TSLA,BUY,6428669,100,352,-73291200
16743756473045,AAPL,BUY,3216934,1,294,-2345112
16753748253487,AAPL,BUY,3216918,1,295,-2343600
16755869432869,AAPL,BUY,3216909,1,296,-2342088
16761928454304,TSLA,BUY,6427643,23,375,-73134400
16770256942067,TSLA,BUY,6427642,100,475,-72633600
16776778756568,TSLA,BUY,6426121,23,498,-72433600
16786945146844,TSLA,BUY,6426118,100,598,-71744000
16794027496244,AAPL,BUY,3216903,16,312,-2325456
16805188123285,TSLA,BUY,6423197,100,698,-70582400
16818897801481,TSLA,BUY,6420697,8,706,-70457600
16914686363304,TSLA,BUY,6420487,71,777,-69438400
16919326299132,TSLA,BUY,6420311,2,779,-69411200
16920376942393,TSLA,BUY,6420221,2,781,-69384000
16922564465361,AAPL,BUY,3216883,96,408,-2251368
16938487070897,TSLA,BUY,6420174,5,786,-69315200
16938823895635,GOOGL,BUY,14417698,34,638,0
16953300681767,TSLA,BUY,6420146,2,788,-69288000
16957740904809,AAPL,BUY,3216687,100,508,-2175012
16958324257757,AAPL,BUY,3216287,30,538,-2140236
16970454774709,TSLA,BUY,6420130,2,790,-69260800
16985264717626,TSLA,BUY,6420120,14,804,-69076800
16987978101387,TSLA,BUY,6420101,29,833,-68715200
16990860926420,GOOGL,BUY,14417157,10,648,0
16992417750863,GOOGL,BUY,14417025,32,680,0
16997310371973,TSLA,BUY,6420062,41,874,-68241600
17002509702598,GOOGL,BUY,14416377,26,706,0
17004956697139,TSLA,BUY,6420002,1,875,-68230400
17009988423344,GOOGL,BUY,14416027,3,709,0
17011599300261,GOOGL,BUY,14415849,14,723,0
17016797372355,GOOGL,BUY,14415746,10,733,0
17026937242679,GOOGL,BUY,14415485,11,744,0
17037813954126,GOOGL,BUY,14415343,3,747,0
17054260862312,TSLA,BUY,6419970,32,907,-67886400
17058591334423,TSLA,BUY,6419923,71,978,-67196800
17058979160929,TSLA,BUY,6419828,61,1039,-66670400
17063692419087,AAPL,BUY,3215707,54,592,-2047248
17066966159284,GOOGL,BUY,14415269,36,783,0
17079482878404,GOOGL,BUY,14415196,33,816,0
17096612920686,GOOGL,BUY,14415127,11,827,0
17149799255007,GOOGL,BUY,14414381,2,829,0
17358918025253,AMZN,BUY,18524827,4,172,0
18080737301934,GOOGL,BUY,14409916,33,862,0
18097635574156,GOOGL,BUY,14409583,17,879,0
18107511249263,GOOGL,BUY,14409507,18,897,0
18525371474972,GOOGL,BUY,14408951,24,921,0
19013353564500,GOOGL,BUY,14407624,10,931,0
19022297749805,TSLA,SELL,6395478,15,1024,-67114555
19042181462221,AMZN,BUY,18524826,22,194,0
19045295110057,TSLA,SELL,6395195,15,1009,-67563500
19047338408057,TSLA,SELL,6395132,15,994,-68014170
19047365214210,TSLA,BUY,6393117,15,1009,-67231150
19047446541594,TSLA,SELL,6395130,15,994,-67674880
19049128569318,TSLA,SELL,6395122,15,979,-68118900
19049318792452,TSLA,SELL,6395107,15,964,-68561610
19050308756893,TSLA,BUY,6393154,60,1024,-65445250
19052077086772,TSLA,SELL,6395082,15,1009,-65860740
19052437507874,TSLA,SELL,6395034,15,994,-66276760
19052785019288,TSLA,BUY,6393018,14,1008,-65564680
19054246682523,GOOGL,BUY,14407014,24,955,0
19061928681922,GOOGL,BUY,14406940,6,961,0
19063669085392,TSLA,SELL,6395039,5,1003,-65701800
19067690425424,GOOGL,BUY,14406904,27,988,0
19068250205087,TSLA,SELL,6395035,15,988,-66113040
19070331847529,TSLA,BUY,6393033,14,1002,-65399640
19081089272472,AMZN,BUY,18524825,11,205,0
19083528448493,AAPL,BUY,3214303,11,603,-2010960
19085981989905,GOOGL,BUY,14406857,15,1003,0
19100821406922,AAPL,BUY,3214242,41,644,-1883196
19107533485193,AAPL,BUY,3214151,28,672,-1802304
19112626863360,AMZN,BUY,18524824,14,219,0
19115961811509,TSLA,SELL,6394716,15,987,-65808990
19121297208705,TSLA,SELL,6394650,15,972,-66219240
19121388988286,TSLA,BUY,6392681,15,987,-65431590
19121674237803,AAPL,SELL,3215427,30,642,-1838454
19143827935968,TSLA,SELL,6394657,6,981,-65593008
19144298479467,TSLA,SELL,6394655,15,966,-65996559
19148996519075,TSLA,BUY,6392698,14,980,-65258667
19149924727041,TSLA,SELL,6394654,15,965,-65655324
19156036313575,TSLA,SELL,6394646,15,950,-66053133
19156481853552,TSLA,SELL,6394631,15,935,-66450348
19156722136691,TSLA,SELL,6394616,15,920,-66848865
19156804559336,AAPL,BUY,3214116,30,672,-1750422
19156992457564,TSLA,SELL,6394601,15,905,-67246908
19157613195742,TSLA,SELL,6394586,15,890,-67644522
19157983659570,TSLA,SELL,6394571,15,875,-68043648
19158414155590,TSLA,SELL,6394556,15,860,-68442465
19162724264381,TSLA,SELL,6394541,15,845,-68841018
19162994572915,TSLA,SELL,6394526,15,830,-69241293
19167852135231,TSLA,BUY,6392841,15,845,-68266911
19171177398607,TSLA,SELL,6394533,4,841,-68372585
19171561262274,AAPL,BUY,3214086,8,680,-1727628
19190587710877,TSLA,BUY,6392841,6,847,-67989420
19193432677951,AAPL,BUY,3214071,28,708,-1652958
19200445455002,AMZN,BUY,18524823,4,223,0
19202295101974,TSLA,SELL,6394539,7,840,-68171648
19202464298486,TSLA,SELL,6394535,15,825,-68559785
19202514353976,TSLA,SELL,6394520,15,810,-68947834
19202925749827,TSLA,SELL,6394505,14,796,-69311100
19203125084891,TSLA,SELL,6394491,15,781,-69701260
19203916025751,TSLA,SELL,6394476,15,766,-70091496
19204416616977,TSLA,SELL,6394461,15,751,-70481853
19204854133588,TSLA,SELL,6394446,15,736,-70872376
19205397804573,TSLA,SELL,6394431,15,721,-71263110
19205477909587,TSLA,SELL,6394416,15,706,-71654100
19205557986057,TSLA,SELL,6394401,15,691,-72045391
19205638085859,TSLA,SELL,6394386,15,676,-72437028
19205808297871,TSLA,SELL,6394371,15,661,-72829056
19205898404188,TSLA,SELL,6394356,15,646,-73221520
19205988511369,TSLA,SELL,6394341,15,631,-73612304
19206178747550,TSLA,SELL,6394326,15,616,-74003584
19206378981004,TSLA,SELL,6394311,15,601,-74395405
19206839518362,TSLA,SELL,6394296,15,586,-74787812
19207128643400,TSLA,SELL,6394281,15,571,-75180850
19208376355498,TSLA,SELL,6394266,15,556,-75574564
19208492941177,AAPL,BUY,3214036,18,726,-1607370
19208831893464,TSLA,SELL,6394251,15,541,-75966748
19209102202176,TSLA,SELL,6394236,15,526,-76359668
19210841578012,TSLA,BUY,6393159,15,541,-74648838
19220552664776,TSLA,BUY,6393151,6,547,-73989432
19222150753178,TSLA,SELL,6394245,10,537,-74240844
19223888540456,TSLA,BUY,6393156,15,552,-72620332
19249498356115,AAPL,SELL,3214831,10,716,-1622248
19263263602946,AAPL,SELL,3215221,3,713,-1625965
19263787234999,TSLA,SELL,6394258,10,542,-72866250
19263839311675,TSLA,SELL,6394251,15,527,-73233927
19264480076947,TSLA,SELL,6394236,15,512,-73600164
19272379385529,TSLA,SELL,6394221,15,497,-73967292
19272534578203,TSLA,SELL,6394206,15,482,-74335356
19276484234636,TSLA,SELL,6394191,15,467,-74702040
19277993289856,TSLA,SELL,6394176,15,452,-75069720
19278795695423,TSLA,BUY,6393247,100,552,-64142496
19278869355942,TSLA,BUY,6393106,5,557,-63695808
19282155934831,AMZN,BUY,18524822,9,232,0
19302778062212,TSLA,BUY,6393086,5,562,-63256248
19304139835032,TSLA,SELL,6394205,13,549,-63509176
19305754249372,TSLA,BUY,6393091,15,564,-62202393
19344443292844,TSLA,BUY,6393076,84,648,-55995771
19346135717054,TSLA,BUY,6392987,13,661,-55171566
19357451626585,TSLA,BUY,6392930,14,675,-54316304
19384487854874,TSLA,BUY,6392887,3,678,-54137129
19392503866481,TSLA,BUY,6392863,52,730,-51265551
19404827199408,AAPL,SELL,3215368,43,670,-1667160
19408953178358,AMZN,BUY,18524821,2,234,0
19409752900644,TSLA,BUY,6392788,10,740,-50756694
19416654535853,TSLA,BUY,6392752,54,794,-48226743
19418374495789,AAPL,BUY,3214009,30,700,-1583802
19437169052726,TSLA,BUY,6392652,3,797,-48095348
19438955376995,TSLA,BUY,6392634,100,897,-44213223
19441291661710,TSLA,BUY,6392508,13,910,-43766480
19461968283201,TSLA,BUY,6392464,54,964,-42034455
19468404536850,AAPL,SELL,3215393,3,697,-1586910
19483603455272,TSLA,BUY,6392418,30,994,-41150525
19517876712895,AMZN,BUY,18524820,7,241,0
19519588945068,TSLA,BUY,6392364,9,1003,-40892513
19537251620816,AMZN,BUY,18524819,5,246,0
19541384804021,TSLA,SELL,6394216,15,988,-41043492
19543851853997,TSLA,BUY,6392215,85,1073,-38762096
19550264927354,TSLA,SELL,6394293,18,1055,-38923962
19562117350668,TSLA,SELL,6394314,8,1047,-38996640
19576718982006,AAPL,SELL,3214802,4,693,-1592724
19578701379718,AMZN,BUY,18524818,10,256,0
19619442292982,TSLA,SELL,6394104,15,1032,-39134670
19621105459806,TSLA,SELL,6394077,15,1017,-39273900
19621325719704,TSLA,SELL,6394060,15,1002,-39411900
19623902449125,AMZN,BUY,18524817,2,258,0
19630350067246,AMZN,BUY,18524816,25,283,0
19633255060773,TSLA,SELL,6394014,15,987,-39551160
19638443958264,TSLA,BUY,6392015,15,1002,-39130350
19656186244204,AMZN,BUY,18524815,15,298,0
19662798680379,TSLA,SELL,6394021,5,997,-39176490
19677455473508,TSLA,SELL,6394020,15,982,-39314130
19679979520725,TSLA,SELL,6394005,32,950,-39604360
19680766166462,TSLA,SELL,6393973,15,935,-39740894
19696169159546,TSLA,BUY,6392078,16,951,-39267849
19704317666054,AMZN,BUY,18524814,5,303,0
19718553622525,TSLA,SELL,6393981,3,948,-39296000
19725069337948,TSLA,SELL,6393982,5,943,-39341970
19727404065461,AMZN,BUY,18524813,18,321,0
19727524809391,TSLA,BUY,6392082,14,957,-38934135
19738667834737,AMZN,BUY,18524812,7,328,0
19746133745054,TSLA,SELL,6393992,9,948,-39014118
19746203831281,TSLA,SELL,6393988,15,933,-39145680
19746263905060,TSLA,SELL,6393973,15,918,-39278736
19746333985607,TSLA,SELL,6393958,15,903,-39410712
19746484169542,TSLA,SELL,6393943,15,888,-39544242
19746634346054,TSLA,SELL,6393928,15,873,-39676722
19746794532037,TSLA,SELL,6393913,15,858,-39810816
19747335166608,TSLA,SELL,6393898,15,843,-39943890
19747435287420,TSLA,SELL,6393883,15,828,-40078638
19747800151553,TSLA,SELL,6393868,15,813,-40212396
19747880809375,TSLA,SELL,6393853,15,798,-40347888
19748578636237,AMZN,BUY,18524811,1,329,0
19748701775406,TSLA,SELL,6393838,15,783,-40482420
19748751833369,TSLA,SELL,6393823,15,768,-40618746
19760232963377,TSLA,BUY,6392262,16,784,-40029390
19765269713872,AMZN,BUY,18524810,8,337,0
19773721571040,TSLA,SELL,6393831,37,747,-40352278
19776360062822,TSLA,BUY,6392294,16,763,-39752213
19789319059307,TSLA,SELL,6393829,15,748,-39881678
19791051114194,TSLA,SELL,6393814,15,733,-40010243
19796390701024,TSLA,BUY,6392323,15,748,-39443222
19797611160387,AMZN,BUY,18524809,13,350,0
19800404932421,GOOGL,SELL,14402116,27,976,-385425
19809547043360,TSLA,SELL,6393821,10,738,-39526422
19809877434293,TSLA,SELL,6393815,15,723,-39653318
19818600997575,TSLA,SELL,6393800,15,708,-39779344
19824404649338,TSLA,SELL,6393785,15,693,-39904500
19824874207883,TSLA,SELL,6393770,15,678,-40031677
19825354791066,AMZN,BUY,18524808,3,353,0
19825785297956,TSLA,SELL,6393755,15,663,-40158014
19831497064221,AMZN,BUY,18524807,8,361,0
19832565870921,TSLA,SELL,6393740,50,613,-40577012
19835036268174,TSLA,SELL,6393690,15,598,-40705671
19835641971101,TSLA,SELL,6393675,15,583,-40833550
19837593779899,AMZN,BUY,18524806,3,364,0
19838030333155,TSLA,SELL,6393660,15,568,-40960649
19842116350814,TSLA,BUY,6392499,14,582,-40267418
19850392443829,TSLA,SELL,6393666,5,577,-40310460
19851155630415,TSLA,SELL,6393664,15,562,-40436085
19854818070000,TSLA,BUY,6392515,7,569,-40085649
19861506662986,AMZN,BUY,18524805,5,369,0
19862167450499,TSLA,SELL,6393662,15,554,-40208784
19864600470582,TSLA,SELL,6393647,50,504,-40614846
19868959610459,TSLA,SELL,6393597,15,489,-40737837
19870398414517,TSLA,BUY,6392594,19,508,-39674194
19933534559750,AAPL,SELL,3214548,15,678,-1618272
19947848944355,AAPL,SELL,3214707,1,677,-1620145
19949613340703,TSLA,SELL,6393608,5,503,-39713316
19952886342605,TSLA,BUY,6392593,98,601,-35246888
19966701589162,AMZN,BUY,18524804,4,373,0
19993697569279,TSLA,BUY,6392447,2,603,-35169238
19998974926973,AMZN,BUY,18524803,9,382,0
20000631706520,TSLA,BUY,6392419,3,606,-35051210
20003404966028,TSLA,BUY,6392402,100,706,-31746426
20012019414510,AMZN,BUY,18524802,14,396,0
20017782224236,AMZN,BUY,18524801,13,409,0
20030379524482,TSLA,BUY,6392268,11,717,-31432720
20034531663793,AMZN,BUY,18524800,14,423,0
20045414783235,AMZN,BUY,18524799,14,437,0
20048002861890,AMZN,BUY,18524798,4,441,0
20063140293539,AMZN,BUY,18524797,4,445,0
20112513530569,TSLA,BUY,6392242,2,719,-31373706
20133892763348,TSLA,BUY,6392234,9,728,-31122120
20175908682798,TSLA,SELL,6393687,20,708,-31222488
20176577475781,TSLA,SELL,6393673,50,658,-31474160
20181441351514,TSLA,BUY,6392297,50,708,-30048136
20207969402730,TSLA,BUY,6392279,6,714,-29889336
20245705696887,TSLA,BUY,6392264,9,723,-29654312
20248924906831,GOOGL,BUY,14399219,9,985,-381186
20268174256045,AMZN,BUY,18524796,7,452,0
20270209189955,TSLA,BUY,6392249,10,733,-29400232
20284525027374,AMZN,BUY,18524795,12,464,0
20289454424799,AMZN,BUY,18524794,7,471,0
20297715430104,TSLA,SELL,6393707,9,724,-29438955
20318136999410,GOOGL,SELL,14400999,13,972,-579280
20337826369522,TSLA,SELL,6393707,14,710,-29501178
20344337059129,TSLA,BUY,6392263,5,715,-29370019
20348766375424,AAPL,SELL,3214785,10,667,-1634500
20355741638667,AMZN,BUY,18524793,10,481,0
20367136855786,TSLA,SELL,6393702,49,666,-29579536
20368125442201,TSLA,SELL,6393653,15,651,-29644355
20373386680936,TSLA,SELL,6393638,15,636,-29711792
20376280083649,TSLA,SELL,6393623,15,621,-29778599
20381580464239,AMZN,BUY,18524792,15,496,0
20385497517223,TSLA,SELL,6393608,49,572,-29994450
20385583208960,TSLA,SELL,6393559,15,557,-30061935
20388381734649,TSLA,BUY,6392420,14,571,-29605383
20401031624255,GOOGL,SELL,14401086,3,969,-624747
20401623486664,AMZN,BUY,18524791,9,505,0
20408451599130,TSLA,BUY,6392413,3,574,-29508030
20414321083847,TSLA,BUY,6392407,9,583,-29226042
20433973006699,TSLA,BUY,6392395,11,594,-28893699
20456898984962,AAPL,BUY,3213470,17,684,-1574125
20471323654404,GOOGL,SELL,14400633,2,967,-655965
20472560122202,AAPL,SELL,3214824,14,670,-1593088
20472633208555,AAPL,SELL,3214822,15,655,-1613640
20476029965862,TSLA,SELL,6393576,20,574,-28974660
20487982309490,AAPL,SELL,3214807,15,640,-1633982
20488257117577,TSLA,BUY,6392406,54,628,-27465141
20490029725423,AAPL,SELL,3214792,15,625,-1655048
20490098982453,TSLA,BUY,6392352,3,631,-27387470
20490168879779,AAPL,SELL,3214777,15,610,-1675934
20490195910428,AAPL,SELL,3214762,15,595,-1697604
20490287016806,AAPL,SELL,3214747,15,580,-1719124
20494668949138,TSLA,BUY,6392328,11,642,-27107179
20499130456443,AAPL,SELL,3214732,15,565,-1740494
20499350727735,AAPL,SELL,3214717,15,550,-1762723
20499519959372,TSLA,BUY,6392305,38,680,-26208897
20500128950780,AAPL,SELL,3214702,15,535,-1784832
20500421977434,AAPL,SELL,3214687,15,520,-1806821
20501257966061,AAPL,SELL,3214672,15,505,-1829744
20501458199195,AAPL,SELL,3214657,15,490,-1852577
20501908726678,AAPL,SELL,3214642,15,475,-1875320
20502429349604,AMZN,BUY,18524790,14,519,0
20504674025694,GOOGL,BUY,14398954,14,981,-644850
20506260226363,TSLA,BUY,6392227,4,684,-26117718
20506838237937,AAPL,SELL,3214627,45,430,-1944138
20509234504770,AAPL,SELL,3214582,15,415,-1967680
20511040646842,TSLA,SELL,6393590,10,674,-26151027
20513207923861,TSLA,BUY,6392229,49,723,-25111218
20536193827378,TSLA,BUY,6392180,40,763,-24352530
20536774341705,TSLA,BUY,6392117,40,803,-23658195
20536774971767,TSLA,BUY,6392045,38,841,-23048535
20536778656965,AAPL,BUY,3213727,30,445,-1781208
20554975769271,AMZN,BUY,18524789,4,523,0
