timestamp_ns,symbol,best_bid,best_ask,spread,bid_volume,ask_volume,bid_levels,ask_levels,total_orders
14620062508445,AAPL,3210375,3211300,925,100,100,30,45,104
14620062508445,AMZN,18539989,18540000,11,16,50,48,9,69
14620062508445,GOOGL,14418878,14418941,63,59,100,25,3,40
14620062508445,MSFT,1736700,1738886,2186,20,100,41,15,97
14620062508445,TSLA,6420100,6422221,2121,60,100,111,106,327
14630068992021,AAPL,3210086,3211214,1128,100,100,33,48,111
14630068992021,AMZN,18539989,18540000,11,16,50,50,9,74
14630068992021,GOOGL,14418874,14419081,207,64,100,38,3,55
14630068992021,MSFT,1736700,1737700,1000,20,100,45,18,108
14630068992021,TSLA,6420100,6420700,600,60,130,110,107,324
14641118238562,AAPL,3210000,3211300,1300,119,100,33,47,109
14641118238562,AMZN,18539989,18540000,11,16,50,52,9,80
14641118238562,GOOGL,14418872,14419129,257,70,100,47,3,68
14641118238562,MSFT,1736700,1737700,1000,20,100,46,19,113
14641118238562,TSLA,6420100,6420700,600,60,130,107,108,322
14650094083955,AAPL,3210000,3211300,1300,119,100,33,44,104
14650094083955,AMZN,18539989,18540000,11,16,50,53,9,83
14650094083955,GOOGL,14418871,14419161,290,65,100,50,3,73
14650094083955,MSFT,1736900,1737700,800,100,100,48,22,120
14650094083955,TSLA,6420000,6420100,100,256,15,106,110,313
14660226293713,AAPL,3210000,3211000,1000,119,200,32,44,106
14660226293713,AMZN,18539989,18540000,11,6,50,52,9,83
14660226293713,GOOGL,14418871,14419169,298,65,100,51,3,75
14660226293713,MSFT,1736900,1737700,800,100,100,47,26,125
14660226293713,TSLA,6414300,6416449,2149,7,100,89,112,290
14670576171695,AAPL,3210000,3211000,1000,119,300,32,43,107
14670576171695,AMZN,18539989,18540000,11,6,50,52,9,82
14670576171695,GOOGL,14418871,14419170,299,65,100,52,3,76
14670576171695,MSFT,1736900,1738000,1100,100,630,47,28,131
14670576171695,TSLA,6414300,6416412,2112,7,90,94,112,306
14680698250055,AAPL,3210000,3211000,1000,119,300,33,43,109
14680698250055,AMZN,18539989,18540000,11,6,50,52,9,82
14680698250055,GOOGL,14418871,14419170,299,65,100,52,3,76
14680698250055,MSFT,1736900,1738000,1100,100,630,47,28,135
14680698250055,TSLA,6413200,6415360,2160,47,100,93,115,314
14690327996202,AAPL,3210000,3211000,1000,119,300,35,44,112
14690327996202,AMZN,18539969,18540000,31,55,50,53,9,84
14690327996202,GOOGL,14418871,14419170,299,28,100,52,3,76
14690327996202,MSFT,1736900,1738000,1100,100,630,47,31,142
14690327996202,TSLA,6413200,6413300,100,37,500,97,116,323
14700552116953,AAPL,3210000,3211000,1000,119,300,35,46,114
14700552116953,AMZN,18539969,18540000,31,55,50,54,9,85
14700552116953,GOOGL,14418867,14419278,411,64,100,62,3,92
14700552116953,MSFT,1736900,1738000,1100,100,630,47,31,144
14700552116953,TSLA,6413000,6413300,300,450,500,94,114,325
14710213421738,AAPL,3209836,3210900,1064,19,32,38,47,114
14710213421738,AMZN,18539969,18540000,31,55,50,54,9,86
14710213421738,GOOGL,14418864,14419431,567,34,100,70,3,108
14710213421738,MSFT,1736900,1738000,1100,100,630,49,31,152
14710213421738,TSLA,6413000,6413300,300,382,500,97,114,329
14720305423629,AAPL,3209700,3209800,100,30,51,36,49,115
14720305423629,AMZN,18539944,18540000,56,95,50,57,9,89
14720305423629,GOOGL,14418860,14419515,655,83,100,76,3,121
14720305423629,MSFT,1736900,1738000,1100,100,630,49,31,152
14720305423629,TSLA,6413000,6413300,300,376,489,101,116,333
14730690071803,AAPL,3209700,3209800,100,30,51,36,51,120
14730690071803,AMZN,18539944,18540000,56,95,80,58,9,91
14730690071803,GOOGL,14418860,14419515,655,83,100,76,3,122
14730690071803,MSFT,1737000,1738000,1000,20,630,51,32,155
14730690071803,TSLA,6413000,6413300,300,376,517,101,116,337
14740649878672,AAPL,3209700,3209800,100,30,51,39,51,126
14740649878672,AMZN,18539944,18540000,56,95,80,61,10,95
14740649878672,GOOGL,14418860,14419515,655,12,100,78,3,127
14740649878672,MSFT,1737000,1738000,1000,20,630,51,33,158
14740649878672,TSLA,6413000,6413300,300,373,517,100,113,339
14750279501401,AAPL,3209700,3209800,100,30,178,39,51,127
14750279501401,AMZN,18539944,18540000,56,95,80,63,10,97
14750279501401,GOOGL,14418860,14419515,655,12,100,79,3,128
14750279501401,MSFT,1737000,1738000,1000,20,630,51,33,165
14750279501401,TSLA,6413000,6413300,300,873,517,106,114,348
14760263318958,AAPL,3209500,3209800,300,23,178,37,51,124
14760263318958,AMZN,18539944,18540000,56,35,30,64,10,99
14760263318958,GOOGL,14418859,14419518,659,84,100,79,3,129
14760263318958,MSFT,1737000,1738000,1000,20,630,51,35,171
14760263318958,TSLA,6413000,6413300,300,873,437,108,120,362
14770487474323,AAPL,3209500,3209800,300,23,178,39,52,130
14770487474323,AMZN,18539944,18540000,56,15,30,65,10,100
14770487474323,GOOGL,14418859,14419518,659,70,100,79,3,130
14770487474323,MSFT,1737000,1738000,1000,20,630,51,35,172
14770487474323,TSLA,6413000,6413300,300,661,437,111,122,370
14780653777820,AAPL,3209500,3209800,300,23,178,40,52,132
14780653777820,AMZN,18539927,18540000,73,87,30,64,10,102
14780653777820,GOOGL,14418859,14419518,659,41,100,79,3,133
14780653777820,MSFT,1737000,1738000,1000,20,130,53,37,172
14780653777820,TSLA,6413000,6413300,300,661,437,112,120,372
14790119468355,AAPL,3209500,3209800,300,23,178,41,51,135
14790119468355,AMZN,18539927,18540000,73,67,30,65,10,103
14790119468355,GOOGL,14418859,14419518,659,11,100,79,3,134
14790119468355,MSFT,1737000,1738000,1000,20,130,54,37,175
14790119468355,TSLA,6413000,6413300,300,661,432,117,120,386
14800819445644,AAPL,3209500,3209800,300,23,178,44,50,141
14800819445644,AMZN,18539927,18540000,73,67,30,65,11,104
14800819445644,GOOGL,14418857,14419551,694,88,100,80,3,137
14800819445644,MSFT,1738000,1738200,200,70,132,57,40,180
14800819445644,TSLA,6410700,6412799,2099,41,100,115,118,376
14811129182756,AAPL,3209700,3210900,1200,30,29,49,52,152
14811129182756,AMZN,18539927,18540000,73,67,30,68,14,110
14811129182756,GOOGL,14418856,14419565,709,25,100,81,5,141
14811129182756,MSFT,1738100,1738200,100,100,32,58,41,178
14811129182756,TSLA,6410750,6412742,1992,100,100,115,122,378
14820181209531,AAPL,3209700,3210900,1200,30,29,52,56,166
14820181209531,AMZN,18539927,18540000,73,67,30,73,16,118
14820181209531,GOOGL,14418855,14419580,725,85,100,81,5,141
14820181209531,MSFT,1738200,1738300,100,268,32,59,41,179
14820181209531,TSLA,6410750,6412745,1995,98,100,118,122,381
14830487206124,AAPL,3209700,3210900,1200,30,29,52,56,170
14830487206124,AMZN,18539927,18540000,73,46,30,77,17,126
14830487206124,GOOGL,14418855,14419591,736,39,100,81,5,141
14830487206124,MSFT,1738500,1739000,500,100,327,61,34,159
14830487206124,TSLA,6410750,6412745,1995,77,100,119,124,392
14840200826494,AAPL,3209700,3210900,1200,30,29,52,58,173
14840200826494,AMZN,18539927,18540000,73,45,30,78,17,126
14840200826494,GOOGL,14418855,14419593,738,10,100,81,5,141
14840200826494,MSFT,1738900,1739200,300,100,62,62,32,158
14840200826494,TSLA,6410750,6412745,1995,35,100,118,126,394
14850073058359,AAPL,3209700,3210900,1200,30,29,52,60,175
14850073058359,AMZN,18539927,18540000,73,45,30,78,17,126
14850073058359,GOOGL,14418855,14419593,738,10,100,81,5,141
14850073058359,MSFT,1738900,1739700,800,100,12,62,28,148
14850073058359,TSLA,6410400,6412694,2294,29,100,116,128,396
14860355221166,AAPL,3209700,3210900,1200,30,29,51,60,172
14860355221166,AMZN,18539927,18540000,73,45,30,78,18,126
14860355221166,GOOGL,14418855,14419593,738,10,100,81,5,140
14860355221166,MSFT,1740300,1740400,100,14,100,63,27,149
14860355221166,TSLA,6410000,6411400,1400,336,32,116,129,395
14870134484913,AAPL,3209700,3210900,1200,30,29,51,62,175
14870134484913,AMZN,18539927,18540000,73,45,30,77,18,126
14870134484913,GOOGL,14418854,14419622,768,52,100,81,5,140
14870134484913,MSFT,1740300,1741400,1100,14,100,63,28,152
14870134484913,TSLA,6401300,6401400,100,47,227,75,138,329
14880563052031,AAPL,3210100,3210900,800,30,29,54,64,185
14880563052031,AMZN,18539927,18540000,73,25,30,81,19,129
14880563052031,GOOGL,14418854,14419627,773,23,100,81,5,140
14880563052031,MSFT,1741000,1741400,400,100,100,65,29,156
14880563052031,TSLA,6401300,6401400,100,47,227,77,139,337
14890403607770,AAPL,3210100,3210900,800,30,29,53,67,190
14890403607770,AMZN,18539927,18540000,73,25,30,81,20,130
14890403607770,GOOGL,14418851,14419635,784,94,100,81,5,139
14890403607770,MSFT,1741200,1741600,400,100,200,72,31,176
14890403607770,TSLA,6401300,6401400,100,47,222,77,140,341
14900449998181,AAPL,3210500,3210900,400,60,9,54,68,195
14900449998181,AMZN,18539927,18540000,73,25,30,81,20,130
14900449998181,GOOGL,14418851,14419635,784,94,100,81,5,139
14900449998181,MSFT,1741200,1741600,400,100,200,72,31,177
14900449998181,TSLA,6401000,6401400,400,276,222,76,140,337
14910487708221,AAPL,3210600,3210900,300,30,9,55,67,195
14910487708221,AMZN,18539927,18540000,73,5,30,81,21,130
14910487708221,GOOGL,14418851,14419639,788,36,100,81,5,139
14910487708221,MSFT,1740300,1740900,600,14,200,72,35,183
14910487708221,TSLA,6400000,6401400,1400,724,222,69,143,326
14920030592260,AAPL,3210800,3210900,100,30,9,57,69,200
14920030592260,AMZN,18539927,18540000,73,5,30,81,23,133
14920030592260,GOOGL,14418851,14419640,789,7,100,81,5,138
14920030592260,MSFT,1740300,1740800,500,14,100,74,40,197
14920030592260,TSLA,6370000,6372196,2196,180,100,58,154,319
14930031486992,AAPL,3210800,3210900,100,30,9,57,68,202
14930031486992,AMZN,18539927,18540000,73,5,30,80,23,131
14930031486992,GOOGL,14418850,14419662,812,78,100,80,5,137
14930031486992,MSFT,1740300,1740800,500,14,100,75,41,201
14930031486992,TSLA,6371400,6373421,2021,16,100,67,164,345
14940930289478,AAPL,3211500,3212000,500,2871,52,58,64,194
14940930289478,AMZN,18539927,18540000,73,5,30,79,23,130
14940930289478,GOOGL,14418850,14419681,831,78,100,79,5,135
14940930289478,MSFT,1740300,1740800,500,14,100,74,42,203
14940930289478,TSLA,6375802,6377798,1996,100,100,80,172,383
14950021971484,AAPL,3211500,3212000,500,2871,23,57,64,195
14950021971484,AMZN,18539905,18540000,95,85,30,79,26,135
14950021971484,GOOGL,14418850,14419682,832,78,100,79,5,134
14950021971484,MSFT,1740300,1740800,500,14,220,75,43,210
14950021971484,TSLA,6373500,6375646,2146,38,100,85,179,402
14960288633623,AAPL,3211500,3212000,500,2871,23,57,64,195
14960288633623,AMZN,18539905,18540000,95,85,30,79,26,136
14960288633623,GOOGL,14418850,14419683,833,49,100,78,5,133
14960288633623,MSFT,1740300,1740700,400,14,100,75,45,218
14960288633623,TSLA,6373600,6375737,2137,21,18,94,188,430
14970185987935,AAPL,3211600,3212000,400,150,23,59,63,196
14970185987935,AMZN,18539905,18540000,95,85,30,81,27,139
14970185987935,GOOGL,14418850,14419683,833,49,100,78,5,133
14970185987935,MSFT,1740300,1740700,400,14,100,77,46,226
14970185987935,TSLA,6373600,6375655,2055,19,90,100,195,456
14980100870513,AAPL,3211600,3212000,400,150,23,59,64,196
14980100870513,AMZN,18539905,18540000,95,85,30,85,27,144
14980100870513,GOOGL,14418850,14419683,833,49,100,79,5,133
14980100870513,MSFT,1740500,1740700,200,200,100,82,48,247
14980100870513,TSLA,6370000,6371200,1200,806,14,94,204,457
14990383685521,AAPL,3211600,3212000,400,150,23,61,65,198
14990383685521,AMZN,18539905,18540000,95,85,30,89,27,147
14990383685521,GOOGL,14418850,14419683,833,20,100,78,5,131
14990383685521,MSFT,1740500,1740700,200,200,100,83,48,253
14990383685521,TSLA,6370000,6371200,1200,763,14,97,207,472
15000370518721,AAPL,3211600,3212000,400,150,23,61,65,199
15000370518721,AMZN,18539905,18540000,95,85,30,92,29,152
15000370518721,GOOGL,14418849,14419700,851,62,100,77,5,126
15000370518721,MSFT,1740500,1740700,200,200,100,85,48,257
15000370518721,TSLA,6370000,6370400,400,168,15,105,210,492
15010487052977,AAPL,3211600,3212000,400,150,23,62,65,203
15010487052977,AMZN,18539905,18540000,95,85,30,92,31,154
15010487052977,GOOGL,14418848,14419724,876,57,100,75,5,124
15010487052977,MSFT,1740500,1740700,200,200,100,85,49,256
15010487052977,TSLA,6370000,6370400,400,62,31,113,213,512
15020740968327,AAPL,3211600,3212000,400,150,23,61,65,208
15020740968327,AMZN,18539905,18540000,95,85,30,96,31,161
15020740968327,GOOGL,14418848,14419731,883,13,100,75,5,123
15020740968327,MSFT,1740500,1740700,200,200,100,86,50,264
15020740968327,TSLA,6370000,6370400,400,42,31,118,217,537
15030112281458,AAPL,3211600,3212000,400,150,23,61,65,209
15030112281458,AMZN,18539905,18540000,95,85,30,102,33,169
15030112281458,GOOGL,14418847,14419759,912,67,100,75,5,122
15030112281458,MSFT,1740500,1740700,200,200,100,86,51,268
15030112281458,TSLA,6369300,6369900,600,7,1,124,219,553
15040055794325,AAPL,3211600,3212000,400,150,23,62,64,214
15040055794325,AMZN,18539905,18540000,95,85,30,103,36,175
15040055794325,GOOGL,14418847,14419762,915,50,100,75,5,121
15040055794325,MSFT,1740500,1740700,200,200,100,87,56,279
15040055794325,TSLA,6369300,6369900,600,7,1,127,221,568
15050567794805,AAPL,3211600,3212000,400,150,23,61,63,216
15050567794805,AMZN,18539905,18540000,95,85,30,102,38,176
15050567794805,GOOGL,14418847,14419762,915,50,100,75,4,120
15050567794805,MSFT,1740500,1740700,200,200,100,86,60,288
15050567794805,TSLA,6369300,6370000,700,7,300,131,221,579
15060016956777,AAPL,3211600,3212000,400,150,23,61,63,216
15060016956777,AMZN,18539905,18540000,95,85,30,102,38,176
15060016956777,GOOGL,14418847,14419762,915,50,100,75,4,120
15060016956777,MSFT,1740500,1740700,200,200,100,86,60,292
15060016956777,TSLA,6369300,6370000,700,7,245,134,221,588
15070682073562,AAPL,3211700,3212000,300,60,23,62,64,219
15070682073562,AMZN,18539905,18540000,95,85,30,102,38,176
15070682073562,GOOGL,14418847,14419762,915,50,100,75,4,121
15070682073562,MSFT,1740500,1740700,200,200,100,85,60,297
15070682073562,TSLA,6369300,6369900,600,7,7,135,224,598
15080307942821,AAPL,3211700,3212000,300,60,23,62,66,221
15080307942821,AMZN,18539905,18540000,95,85,30,102,39,177
15080307942821,GOOGL,14418847,14419762,915,50,100,75,4,121
15080307942821,MSFT,1740500,1740700,200,200,100,86,60,301
15080307942821,TSLA,6369300,6370000,700,7,205,139,227,609
15090487210916,AAPL,3211700,3212000,300,60,23,62,66,225
15090487210916,AMZN,18539905,18540000,95,85,30,105,41,182
15090487210916,GOOGL,14418847,14419762,915,33,100,75,4,121
15090487210916,MSFT,1740500,1740700,200,200,83,87,60,301
15090487210916,TSLA,6369300,6370000,700,7,202,141,229,622
15100180002806,AAPL,3215000,3215100,100,1038,30,67,48,190
15100180002806,AMZN,18539905,18540000,95,85,30,105,41,182
15100180002806,GOOGL,14418847,14419762,915,33,100,75,4,121
15100180002806,MSFT,1740500,1740700,200,200,83,87,60,302
15100180002806,TSLA,6369300,6370000,700,7,107,144,231,630
15110237368978,AAPL,3214113,3215000,887,100,962,70,48,200
15110237368978,AMZN,18539905,18540000,95,85,30,107,42,185
15110237368978,GOOGL,14418847,14419762,915,16,100,75,4,121
15110237368978,MSFT,1740500,1740700,200,200,83,85,60,297
15110237368978,TSLA,6369300,6370000,700,7,36,146,233,644
15120206888995,AAPL,3214110,3215000,890,100,1062,73,47,206
15120206888995,AMZN,18539905,18540000,95,85,30,110,42,187
15120206888995,GOOGL,14418846,14419763,917,82,100,75,4,121
15120206888995,MSFT,1740300,1740700,400,14,83,83,61,298
15120206888995,TSLA,6370300,6371500,1200,25,44,149,234,658
15130381853330,AAPL,3214110,3215000,890,100,1062,74,47,211
15130381853330,AMZN,18539905,18540000,95,85,30,110,45,191
15130381853330,GOOGL,14418846,14419763,917,53,100,75,4,121
15130381853330,MSFT,1740300,1740600,300,14,8,83,64,303
15130381853330,TSLA,6371100,6372000,900,14,32,154,233,668
15140053693399,AAPL,3214110,3215000,890,100,1062,75,47,217
15140053693399,AMZN,18539905,18540000,95,85,30,112,47,201
15140053693399,GOOGL,14418846,14419763,917,36,100,75,4,121
15140053693399,MSFT,1740300,1740600,300,14,8,83,64,304
15140053693399,TSLA,6371100,6372600,1500,14,20,155,232,668
15150218372754,AAPL,3214110,3215000,890,100,1062,75,47,218
15150218372754,AMZN,18539905,18540000,95,85,30,120,57,225
15150218372754,GOOGL,14418846,14419763,917,19,100,75,4,121
15150218372754,MSFT,1740300,1740600,300,14,8,86,64,310
15150218372754,TSLA,6371286,6372558,1272,100,100,155,240,679
15160249563182,AAPL,3214110,3215000,890,100,1069,75,47,219
15160249563182,AMZN,18539905,18540000,95,65,30,119,60,234
15160249563182,GOOGL,14418846,14419763,917,19,100,76,4,121
15160249563182,MSFT,1740300,1740600,300,14,8,86,64,310
15160249563182,TSLA,6371394,6372450,1056,100,100,153,250,688
15171269305074,AAPL,3214110,3215000,890,100,2055,76,47,230
15171269305074,AMZN,18539905,18540000,95,65,30,118,60,233
15171269305074,GOOGL,14418845,14419781,936,82,100,76,4,121
15171269305074,MSFT,1740300,1740600,300,14,8,88,64,316
15171269305074,TSLA,6371714,6372144,430,100,100,154,261,704
15180180133966,AAPL,3214110,3215000,890,100,1655,76,48,236
15180180133966,AMZN,18539905,18540000,95,65,30,121,60,235
15180180133966,GOOGL,14418845,14419794,949,65,100,76,4,120
15180180133966,MSFT,1740300,1740600,300,14,8,88,64,319
15180180133966,TSLA,6371965,6371991,26,100,77,154,267,713
15190198680441,AAPL,3214110,3215000,890,100,1590,75,48,241
15190198680441,AMZN,18539905,18540000,95,65,30,123,60,236
15190198680441,GOOGL,14418845,14419798,953,20,100,75,4,118
15190198680441,MSFT,1740300,1740600,300,14,8,88,65,320
15190198680441,TSLA,6372133,6372144,11,100,23,154,269,717
15200660354412,AAPL,3214110,3215000,890,100,1590,77,48,253
15200660354412,AMZN,18539905,18540000,95,65,30,123,60,236
15200660354412,GOOGL,14418845,14419798,953,20,100,75,4,117
15200660354412,MSFT,1739800,1740000,200,100,86,84,66,316
15200660354412,TSLA,6372164,6372175,11,100,78,154,268,721
15212231062039,AAPL,3214110,3215000,890,100,1590,86,49,270
15212231062039,AMZN,18539905,18540000,95,65,30,123,60,236
15212231062039,GOOGL,14418845,14419798,953,20,100,72,4,113
15212231062039,MSFT,1739800,1740000,200,100,86,84,66,319
15212231062039,TSLA,6372164,6372175,11,100,48,154,268,724
15220261995154,AAPL,3214400,3215000,600,60,1490,89,50,277
15220261995154,AMZN,18539905,18540000,95,65,30,122,60,235
15220261995154,GOOGL,14418845,14419798,953,20,100,72,4,113
15220261995154,MSFT,1739800,1740000,200,100,86,85,66,319
15220261995154,TSLA,6372164,6372175,11,100,3,154,274,736
15230796385700,AAPL,3214900,3215000,100,60,1430,94,50,289
15230796385700,AMZN,18539905,18540000,95,65,30,122,60,234
15230796385700,GOOGL,14418845,14419798,953,9,100,71,4,112
15230796385700,MSFT,1739800,1740000,200,100,86,86,66,320
15230796385700,TSLA,6372179,6372191,12,100,73,155,278,744
15240406197379,AAPL,3214900,3215000,100,60,1430,94,50,294
15240406197379,AMZN,18539905,18540000,95,65,30,122,60,233
15240406197379,GOOGL,14418845,14419798,953,9,100,70,4,111
15240406197379,MSFT,1739800,1740000,200,100,86,87,66,321
15240406197379,TSLA,6372180,6372191,11,100,27,156,280,749
15250276879239,AAPL,3214900,3215000,100,60,1430,95,50,295
15250276879239,AMZN,18539905,18540000,95,65,30,122,60,233
15250276879239,GOOGL,14418845,14419798,953,9,100,70,4,111
15250276879239,MSFT,1739800,1740000,200,100,86,87,66,320
15250276879239,TSLA,6372434,6372450,16,100,60,156,273,743
15260832626624,AAPL,3214900,3215000,100,60,1427,94,50,294
15260832626624,AMZN,18539905,18540000,95,65,30,123,60,234
15260832626624,GOOGL,14418845,14419798,953,9,100,70,4,111
15260832626624,MSFT,1739800,1740000,200,100,86,88,68,323
15260832626624,TSLA,6372460,6372480,20,100,55,157,273,746
15271682882516,AAPL,3214900,3215000,100,120,1427,94,50,299
15271682882516,AMZN,18539905,18540000,95,65,30,124,60,236
15271682882516,GOOGL,14418845,14419798,953,9,100,70,4,111
15271682882516,MSFT,1739800,1740000,200,100,86,87,68,323
15271682882516,TSLA,6372469,6372480,11,100,9,159,276,754
15280105796130,AAPL,3214900,3215000,100,120,1427,95,50,302
15280105796130,AMZN,18539905,18540000,95,65,30,126,60,238
15280105796130,GOOGL,14418844,14419800,956,98,100,69,4,110
15280105796130,MSFT,1739800,1740000,200,100,86,87,68,323
15280105796130,TSLA,6372483,6372496,13,100,63,162,276,757
15290892759837,AAPL,3214900,3215000,100,120,1427,96,50,309
